Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount,Month,Quarter,Year,Weekly_Target,Target_Achieved,Rolling_4w_Sales,Rolling_13w_Sales,WoW_pct_Sales_Units,WoW_pct_Revenue,WoW_pct_Lead_Time_days,WoW_pct_Efficiency_u_per_h,anomaly_score,is_anomaly,Weeks_of_Inventory
2024-11-25,151,P002,SKI_SKU_02,Skincare,East,Wholesale,LineC,None,890,843,810,19,19.68,25.78,434.32,22987.63,3771.1,1043.57,1188.72,15940.8,-13050.22,-0.8187,4,4.66,34.8,0.0523,0.0235,1144,0,26,0.6824,50.8,6.36,False,0.0,2024-11-01,2024-10-01,2024,980,0.8265306122440546,992.0,939.5384615384615,-0.16322314049586772,-0.1400643031310015,-0.5,-0.1807909604519774,0.14202504169896485,False,1.412345677268709
2024-12-02,152,P002,SKI_SKU_02,Skincare,West,Retail,LineA,SummerSale,1093,1038,862,6,20.44,26.84,686.4,29404.76,1730.63,1100.16,498.0,17619.28,-15114.27,-0.8578,8,7.02,47.08,0.0501,0.0072,2808,0,75,0.7567,16.1,5.14,False,0.0,2024-12-01,2024-10-01,2024,980,0.8795918367337964,941.5,954.8461538461538,0.06419753086419755,0.10529458998293695,1.0,0.3528735632183908,0.151506695822531,False,3.2575405994692104
2024-12-09,153,P002,SKI_SKU_02,Skincare,East,E-commerce,LineC,None,1029,1005,1000,3,20.28,26.91,439.38,27734.33,1018.34,563.31,398.23,20280.0,-9434.21,-0.4652,4,8.37,47.05,0.0228,0.0038,3233,0,83,0.6906,18.4,6.89,False,0.0,2024-12-01,2024-10-01,2024,980,1.020408163264265,910.0,949.3846153846154,0.16009280742459397,0.15101184611402974,-0.5,-0.0006372132540357622,0.2078233909591517,False,3.232999996767
2024-12-16,154,P002,SKI_SKU_02,Skincare,South,Retail,LineB,SummerSale,1070,1042,1030,10,19.48,26.99,520.02,28931.3,2586.05,552.29,883.98,20064.4,-12889.22,-0.6424,7,8.43,49.05,0.0259,0.0102,3451,0,67,0.5716,27.0,7.8,False,0.0,2024-12-01,2024-10-01,2024,980,1.0510204081621928,925.5,951.1538461538462,0.030000000000000027,-0.0106311637080867,0.75,0.04250797024442088,0.19945644557716202,False,3.350485433640305
2024-12-23,155,P002,SKI_SKU_02,Skincare,North,Retail,LineC,None,1177,1122,1084,20,20.71,26.6,506.11,31358.81,405.51,767.55,712.64,22449.64,-10794.87,-0.4808,3,6.79,50.19,0.0462,0.0192,3124,0,59,0.6658,26.2,7.56,False,0.0,2024-12-01,2024-10-01,2024,980,1.1061224489784631,994.0,961.6153846153846,0.05242718446601935,0.11887920894718995,-0.5714285714285714,0.023241590214067243,0.16702247296395878,False,2.881918816529595
2024-12-30,156,P002,SKI_SKU_02,Skincare,South,E-commerce,LineB,HolidayPush,1092,1063,1046,1,21.48,28.12,839.75,30791.01,1203.45,1064.44,975.29,22468.08,-11566.11,-0.5148,2,5.21,43.63,0.0261,0.0014,3675,0,70,0.6692,20.9,6.64,False,0.0,2024-12-01,2024-10-01,2024,980,1.067346938774421,1040.0,959.6153846153846,-0.035055350553505504,0.0008213940178998236,-0.33333333333333337,-0.13070332735604695,0.21943272336090297,False,3.513384317864833
2022-01-03,0,P003,FRA_SKU_03,Fragrance,North,E-commerce,LineC,None,634,613,589,0,51.64,20.28,767.77,12934.3,1218.97,1078.56,1049.79,30415.96,14134.34,0.4647,8,6.5,26.71,0.0331,0.0015,2875,0,31,0.5906,32.4,7.16,False,0.0,2022-01-01,2022-01-01,2022,644,0.9145962732905053,589.0,589.0,,,,,0.20296738373790413,False,4.881154490863914
2022-01-10,1,P003,FRA_SKU_03,Fragrance,Central,Wholesale,LineB,None,770,741,632,11,51.03,18.68,1071.84,14490.78,2479.77,2395.61,684.23,32250.96,12200.57,0.3783,2,9.85,37.77,0.0365,0.0182,2117,0,29,0.6293,21.0,8.03,False,0.0,2022-01-01,2022-01-01,2022,644,0.9813664596258054,610.5,610.5,0.07300509337860772,0.06033016876666064,-0.75,0.4140771246724073,0.17253446694434676,False,3.3496835390036654
2022-01-17,2,P003,FRA_SKU_03,Fragrance,North,E-commerce,LineC,HolidayPush,489,474,477,6,47.29,20.04,502.2,9849.78,3063.26,566.03,322.16,22557.33,8756.1,0.3882,10,7.91,21.9,0.0298,0.0132,3425,0,27,0.6734,31.9,8.03,False,0.0,2022-01-01,2022-01-01,2022,644,0.7406832298125144,566.0,566.0,-0.245253164556962,-0.30056872725649086,4.0,-0.42017474185861803,0.19063789446108953,False,7.1802934859951915
2022-01-24,3,P003,FRA_SKU_03,Fragrance,Central,Retail,LineA,HolidayPush,547,539,591,0,41.32,20.01,352.27,10980.7,5455.27,662.86,493.32,24420.12,6827.97,0.2796,11,6.18,22.73,0.0145,0.0,3346,24,21,0.6744,64.0,8.42,True,0.15,2022-01-01,2022-01-01,2022,644,0.9177018633526123,572.25,572.25,0.23899371069182385,0.08258025218410148,0.10000000000000009,0.03789954337899548,0.2054217636469171,False,5.661590514955008
2022-01-31,4,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineC,HolidayPush,637,627,555,6,49.34,18.93,883.52,12146.76,802.56,1214.42,1107.38,27383.7,12112.58,0.4423,9,6.77,27.14,0.0151,0.0111,2415,0,32,0.7509,34.9,8.39,False,0.0,2022-01-01,2022-01-01,2022,644,0.8618012422346867,563.75,568.8,-0.060913705583756306,0.12135812600429485,-0.18181818181818177,0.1940167179938408,0.21666699399294154,False,4.351351343511078
2022-02-07,5,P003,FRA_SKU_03,Fragrance,West,Retail,LineA,None,499,499,424,13,52.15,19.29,593.31,9685.04,3223.61,776.94,791.3,22111.6,7634.71,0.3453,8,2.25,17.83,0.0,0.0314,2293,0,27,0.7364,33.2,7.69,False,0.0,2022-02-01,2022-01-01,2022,644,0.6583850931666796,511.75,544.6666666666666,-0.23603603603603607,-0.19252694120955172,-0.11111111111111116,-0.3430361090641121,0.14473082328625148,False,5.408018855169767
2022-02-14,6,P003,FRA_SKU_03,Fragrance,South,Retail,LineC,SummerSale,668,657,770,7,32.77,18.84,410.82,12626.2,3801.81,634.47,590.07,25232.9,7580.35,0.3004,1,0.78,22.67,0.0163,0.0094,2159,58,45,0.6621,42.0,5.66,True,0.33,2022-02-01,2022-01-01,2022,644,1.195652173911187,585.0,576.8571428571429,0.8160377358490567,0.14116120045586955,-0.875,0.27145260796410575,0.14320508113401342,False,2.8038961002546805
2022-02-21,7,P003,FRA_SKU_03,Fragrance,Central,E-commerce,LineB,SummerSale,666,655,693,13,53.12,20.39,546.12,13634.35,1990.19,1920.86,1010.27,36812.16,18256.49,0.4959,3,5.16,26.56,0.0152,0.0188,4024,31,60,0.7256,41.4,8.51,False,0.0,2022-02-01,2022-01-01,2022,644,1.0760869565200681,610.5,591.375,-0.09999999999999998,0.45889533109551417,2.0,0.17159241288045868,0.2053436298826254,False,5.80663779825882
2022-02-28,8,P003,FRA_SKU_03,Fragrance,Central,E-commerce,LineC,HolidayPush,659,645,687,10,50.52,20.14,431.65,13315.42,1056.0,1587.11,772.69,34707.24,17976.02,0.5179,2,3.11,24.29,0.0205,0.0154,3801,17,21,0.8029,38.9,6.67,False,0.0,2022-02-01,2022-01-01,2022,644,1.0667701863337473,643.5,602.0,-0.008658008658008698,-0.05718001877640444,-0.33333333333333337,-0.08546686746987953,0.1868990123306304,False,5.532751083649562
2022-03-07,9,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineB,None,626,612,843,7,42.05,18.82,353.69,11816.69,5989.18,1857.18,390.85,35448.15,15394.25,0.4343,6,5.64,25.45,0.0219,0.0093,3156,115,48,0.7019,45.0,5.56,True,0.19,2022-03-01,2022-01-01,2022,644,1.3090062111780916,748.25,626.1,0.22707423580786035,0.021347419155196556,2.0,0.04775627830382878,0.22022479649401555,False,3.743772237551872
2022-03-14,10,P003,FRA_SKU_03,Fragrance,South,Retail,LineA,None,608,599,476,6,51.31,19.62,755.74,12004.53,827.12,1904.76,757.55,24423.56,8929.6,0.3656,5,8.37,27.8,0.0141,0.0135,2004,0,38,0.606,12.2,6.56,False,0.0,2022-03-01,2022-01-01,2022,644,0.739130434781461,674.75,612.4545454545455,-0.435349940688019,-0.31100607507020817,-0.16666666666666663,0.09233791748526521,0.1983427640734513,False,4.210084024768731
2022-03-21,11,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineA,None,606,596,544,10,49.59,19.9,467.23,12106.12,298.15,1290.5,1006.54,26976.96,12275.65,0.455,6,9.08,28.63,0.0155,0.0192,2848,0,33,0.5673,2.4,6.65,False,0.0,2022-03-01,2022-01-01,2022,644,0.8447204968930982,637.5,606.75,0.1428571428571428,0.10454659353509466,0.19999999999999996,0.029856115107913528,0.19613595057721922,False,5.235294108023356
2022-03-28,12,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineC,HolidayPush,679,664,691,9,50.75,19.31,539.13,13165.4,1960.67,2112.67,850.91,35068.25,16978.6,0.4842,5,7.16,29.42,0.0219,0.0136,2971,8,22,0.7219,24.4,6.37,False,0.0,2022-03-01,2022-01-01,2022,644,1.0729813664579613,638.5,613.2307692307693,0.27022058823529416,0.2999333505331958,-0.16666666666666663,0.027593433461404304,0.22115673840557226,False,4.299565840376895
2022-04-04,13,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineA,HolidayPush,732,732,646,3,49.3,18.97,772.26,13963.27,2645.95,1647.89,605.56,31847.8,12985.13,0.4077,6,2.24,26.15,0.0,0.0055,3415,0,19,0.8103,39.9,7.5,False,0.0,2022-04-01,2022-04-01,2022,644,1.003105590060554,589.25,617.6153846153846,-0.06512301013024602,-0.09183378126938191,0.19999999999999996,-0.11114887831407216,0.1591056383729063,False,5.286377700795081
2022-04-11,14,P003,FRA_SKU_03,Fragrance,West,Wholesale,LineA,SummerSale,595,580,475,9,51.59,18.12,759.22,10857.32,2142.6,1793.55,655.91,24505.25,9055.87,0.3695,11,9.43,28.59,0.0242,0.019,3921,0,32,0.6627,20.8,6.68,False,0.0,2022-04-01,2022-04-01,2022,644,0.7375776397504075,589.0,605.5384615384615,-0.2647058823529411,-0.2305512468679155,0.8333333333333333,0.09330783938814546,0.18647899848602156,False,8.25473682472687
2022-04-18,15,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineC,None,637,621,549,10,50.05,19.22,556.1,12298.75,384.01,2078.25,1066.69,27477.45,11649.75,0.424,12,6.94,27.34,0.0238,0.0197,2252,0,34,0.6902,35.9,6.07,False,0.0,2022-04-01,2022-04-01,2022,644,0.8524844720483657,590.25,611.0769230769231,0.15578947368421048,0.12128829536527896,0.09090909090909083,-0.043721580972368,0.22275375175650763,False,4.1020036355154765
2022-04-25,16,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineC,None,673,647,624,5,51.78,20.09,597.62,13580.33,3140.65,1539.95,1002.92,32310.72,13046.87,0.4038,10,7.46,29.54,0.0376,0.0084,2103,0,41,0.664,42.3,6.88,False,0.0,2022-04-01,2022-04-01,2022,644,0.9689440993773775,573.5,613.6153846153846,0.13661202185792343,0.17589951032573992,-0.16666666666666663,0.08046817849305055,0.19892805908932543,False,3.3701923022913585
2022-05-02,17,P003,FRA_SKU_03,Fragrance,East,Wholesale,LineC,None,578,563,457,9,50.7,19.71,493.61,11441.74,2774.18,1356.19,343.34,23169.9,7254.45,0.3131,9,7.35,25.25,0.0251,0.0217,2339,0,40,0.702,34.6,5.44,False,0.0,2022-05-01,2022-04-01,2022,644,0.7096273291914447,526.25,606.0769230769231,-0.2676282051282052,-0.28290363074546154,-0.09999999999999998,-0.14522681110358837,0.20422945335624182,False,5.118161914402272
2022-05-09,18,P003,FRA_SKU_03,Fragrance,West,Retail,LineB,None,598,578,454,7,50.69,18.48,693.08,11120.35,1240.0,1396.09,320.33,23013.26,8936.49,0.3883,9,7.89,26.75,0.0332,0.0163,2584,0,39,0.7461,15.3,7.82,False,0.0,2022-05-01,2022-04-01,2022,644,0.7049689440982843,521.0,608.3846153846154,-0.006564551422319487,-0.006760495297778668,0.0,0.05940594059405946,0.1896651061968851,False,5.691629943410507
2022-05-16,19,P003,FRA_SKU_03,Fragrance,North,Retail,LineA,None,466,451,384,12,47.71,19.28,465.53,9031.03,582.26,596.07,282.34,18320.64,7828.94,0.4273,11,7.62,20.6,0.03,0.0321,3123,0,12,0.6221,26.4,6.53,False,0.0,2022-05-01,2022-04-01,2022,644,0.5962732919245399,479.75,578.6923076923077,-0.1541850220264317,-0.20390939832079413,0.22222222222222232,-0.22990654205607475,0.18196728239815807,False,8.132812478820801
2022-05-23,20,P003,FRA_SKU_03,Fragrance,West,Retail,LineA,None,776,755,713,7,49.25,17.83,546.3,13890.71,3696.21,890.18,506.3,35115.25,16131.85,0.4594,3,7.96,34.84,0.0264,0.0108,4057,0,41,0.6746,45.5,5.9,False,0.0,2022-05-01,2022-04-01,2022,644,1.107142857141138,502.0,580.2307692307693,0.8567708333333333,0.9167043291064068,-0.7272727272727273,0.6912621359223301,0.21954057307792935,False,5.690042067755901
2022-05-30,21,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineC,None,642,626,624,23,48.45,19.18,502.69,12363.83,3932.44,1753.2,1174.26,30232.8,11009.07,0.3641,8,6.41,26.95,0.0246,0.0383,2315,0,44,0.7435,16.7,7.88,False,0.0,2022-05-01,2022-04-01,2022,644,0.9689440993773775,543.75,575.3846153846154,-0.12482468443197758,-0.13904073016709262,1.6666666666666665,-0.22646383467278997,0.2225752784646055,False,3.7099358914904874
2022-06-06,22,P003,FRA_SKU_03,Fragrance,East,Retail,LineA,None,436,427,352,5,48.8,19.5,310.87,8533.09,2143.81,1172.87,404.03,17177.6,4923.8,0.2866,1,2.79,15.89,0.0191,0.0164,2124,0,19,0.7344,24.6,7.9,False,0.0,2022-06-01,2022-04-01,2022,644,0.5465838509308283,518.25,537.6153846153846,-0.4358974358974359,-0.4318223915747136,-0.875,-0.4103896103896103,0.16695072914140896,False,6.034090891948606
2022-06-13,23,P003,FRA_SKU_03,Fragrance,North,E-commerce,LineC,None,721,703,716,8,48.84,19.75,821.94,14321.94,2462.56,1172.4,1102.93,34969.44,15909.61,0.455,1,2.24,25.75,0.0237,0.0121,3388,5,53,0.6286,56.8,7.86,False,0.0,2022-06-01,2022-04-01,2022,644,1.1118012422342984,601.25,556.0769230769231,1.0340909090909092,1.0357581967213116,0.0,0.6205160478288232,0.18695334164604316,False,4.731843568810274
2022-06-20,24,P003,FRA_SKU_03,Fragrance,Central,E-commerce,LineC,None,749,730,748,10,52.56,19.04,838.88,14344.85,1377.07,869.98,362.68,39314.88,22360.3,0.5687,4,1.65,26.2,0.0241,0.0144,3262,16,56,0.7538,38.3,7.1,False,0.0,2022-06-01,2022-04-01,2022,644,1.16149068322801,610.0,571.7692307692307,0.04469273743016755,0.12426392873320236,3.0,0.01747572815533971,0.1561544217138099,False,4.360962561014756
2022-06-27,25,P003,FRA_SKU_03,Fragrance,South,Retail,LineC,HolidayPush,763,748,724,4,48.81,17.92,527.23,13725.68,3886.91,738.81,809.86,35338.44,16177.18,0.4578,8,7.3,33.26,0.0184,0.0058,3237,0,61,0.756,13.5,6.26,False,0.0,2022-06-01,2022-04-01,2022,644,1.1242236024827263,635.0,574.3076923076923,-0.03208556149732622,-0.10114338387908073,1.0,0.2694656488549618,0.22497074226280794,False,4.470994468962715
2022-07-04,26,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineC,None,632,622,581,7,48.94,17.8,853.83,11334.98,1382.37,1811.19,770.91,28434.14,13134.69,0.4619,5,7.12,27.34,0.0151,0.0121,2992,0,24,0.7082,3.3,5.98,False,0.0,2022-07-01,2022-07-01,2022,644,0.9021739130420774,692.25,569.3076923076923,-0.1975138121546961,-0.19537647955031412,-0.375,-0.1779915814792543,0.21572912565826313,False,5.149741815577037
2022-07-11,27,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineC,None,542,534,489,14,48.15,18.4,383.74,10011.17,1499.5,1592.55,394.72,23545.35,10047.41,0.4267,5,11.17,28.42,0.0137,0.0297,3141,0,35,0.6446,31.5,9.05,False,0.0,2022-07-01,2022-07-01,2022,644,0.7593167701851563,635.5,570.3846153846154,-0.1583476764199656,-0.17193380914632905,0.0,0.039502560351133864,0.15022508173881216,False,6.4233128702999736
2022-07-18,28,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineB,None,544,530,629,1,40.45,17.94,347.62,9794.12,3080.53,620.63,531.73,25443.05,11416.04,0.4487,8,8.63,25.17,0.0252,0.0024,1877,43,46,0.6823,43.7,5.82,True,0.18,2022-07-01,2022-07-01,2022,644,0.9767080745326449,605.75,576.5384615384615,0.2862985685071575,0.08059765516333384,0.6000000000000001,-0.11435608726249125,0.1944421928537401,False,2.984101744063431
2022-07-25,29,P003,FRA_SKU_03,Fragrance,West,Wholesale,LineA,None,645,643,594,4,49.21,20.25,473.43,13108.59,715.36,1091.0,834.97,29230.74,13480.82,0.4612,9,2.13,22.94,0.0029,0.0071,2279,0,20,0.7223,19.4,6.65,False,0.0,2022-07-01,2022-07-01,2022,644,0.9223602484457728,573.25,574.2307692307693,-0.055643879173290944,0.14886933759906928,0.125,-0.08859753675009929,0.1640681145897802,False,3.8367003302412455
2022-08-01,30,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineA,None,611,611,583,6,47.8,20.34,650.1,12492.75,2671.46,1745.89,1174.75,27867.4,9782.55,0.351,3,7.85,27.29,0.0,0.0106,3139,0,22,0.639,53.5,8.16,False,0.0,2022-08-01,2022-07-01,2022,644,0.9052795031041844,573.75,583.9230769230769,-0.01851851851851849,-0.04664062558799398,-0.6666666666666667,0.18962510897994767,0.1857182613538545,False,5.384219544795507
2022-08-08,31,P003,FRA_SKU_03,Fragrance,South,Retail,LineB,None,680,657,527,7,48.84,19.61,812.6,13416.06,2228.51,1085.73,769.05,25738.68,8239.33,0.3201,4,5.22,27.18,0.0326,0.0141,1830,0,26,0.6725,43.2,7.64,False,0.0,2022-08-01,2022-07-01,2022,644,0.818322981365189,583.25,589.5384615384615,-0.0960548885077187,-0.07638746348780301,0.33333333333333326,-0.004030780505679732,0.2060287106343322,False,3.4724857619117917
2022-08-15,32,P003,FRA_SKU_03,Fragrance,North,E-commerce,LineC,SummerSale,611,586,552,5,48.16,18.71,353.16,11467.13,3484.89,1755.6,873.67,26584.32,9003.03,0.3387,8,4.89,24.1,0.0394,0.0095,2934,0,36,0.7103,41.7,7.04,False,0.0,2022-08-01,2022-07-01,2022,644,0.8571428571415262,564.0,602.4615384615385,0.04743833017077792,0.03285483171631176,1.0,-0.11331861662987486,0.18413934747370836,False,5.315217381675331
2022-08-22,33,P003,FRA_SKU_03,Fragrance,North,Retail,LineB,HolidayPush,576,551,434,3,48.14,19.88,664.7,11517.35,3093.41,864.94,924.66,20892.76,4492.4,0.215,9,6.43,24.19,0.0433,0.0083,4480,0,21,0.6894,23.5,6.99,False,0.0,2022-08-01,2022-07-01,2022,644,0.6739130434772145,524.0,581.0,-0.21376811594202894,-0.21409462419952818,0.125,0.003734439834024883,0.16084713132567047,False,10.322580621376542
2022-08-29,34,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineC,None,446,431,423,2,49.14,18.79,310.86,8411.43,2777.72,1009.62,946.36,20786.22,7641.09,0.3676,9,5.76,18.22,0.0314,0.0067,2681,0,18,0.7017,0.0,7.95,False,0.0,2022-08-01,2022-07-01,2022,644,0.656832298135626,484.0,565.5384615384615,-0.025345622119815614,-0.005099374137260804,0.0,-0.2467961967755271,0.1902216098633484,False,6.3380614507374435
2022-09-05,35,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineB,NewLaunch,489,486,479,10,51.68,19.52,457.22,9591.0,3526.78,510.76,455.98,24754.72,10670.2,0.431,5,4.85,19.26,0.0052,0.0222,3336,0,28,0.8573,15.5,7.85,False,0.0,2022-09-01,2022-07-01,2022,644,0.7437888198746214,472.0,575.3076923076923,0.13238770685579193,0.1909197535675078,-0.4444444444444444,0.05708013172338111,0.1872412896406923,False,6.964509380032339
2022-09-12,36,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineC,None,579,568,508,5,49.19,17.78,315.56,10326.18,1562.44,529.15,693.11,24988.52,11877.64,0.4753,7,3.89,21.98,0.0179,0.0103,3109,0,43,0.6928,11.7,6.52,False,0.0,2022-09-01,2022-07-01,2022,644,0.7888198757751727,461.0,559.3076923076923,0.06054279749478075,0.009444663482358173,0.3999999999999999,0.1412253374870196,0.2023770004601912,False,6.120078728110081
2022-09-19,37,P003,FRA_SKU_03,Fragrance,South,Retail,LineB,None,627,611,525,14,52.77,19.28,410.69,12129.63,3547.74,735.04,1177.46,27704.25,10114.38,0.3651,2,10.43,31.65,0.025,0.027,2899,0,23,0.7069,13.9,7.12,False,0.0,2022-09-01,2022-07-01,2022,644,0.815217391303082,483.75,542.1538461538462,0.0334645669291338,0.10867910544522053,-0.7142857142857143,0.4399454049135576,0.16840247285671717,False,5.521904751386848
2022-09-26,38,P003,FRA_SKU_03,Fragrance,South,Retail,LineA,None,630,597,571,16,47.55,17.97,612.99,11382.4,3765.06,630.69,696.12,27151.05,10676.78,0.3932,7,5.56,25.53,0.0521,0.0292,4064,0,50,0.7937,-1.3,7.63,False,0.0,2022-09-01,2022-07-01,2022,644,0.8866459627315425,520.75,530.3846153846154,0.08761904761904771,-0.019968055442757038,2.5,-0.1933649289099525,0.13876983778247004,False,7.117337991037937
2022-10-03,39,P003,FRA_SKU_03,Fragrance,East,Wholesale,LineC,None,602,602,491,11,50.21,18.1,739.26,10970.13,416.43,1015.53,331.37,24653.11,11919.65,0.4835,9,9.18,28.58,0.0,0.0237,2534,0,43,0.6946,15.7,7.21,False,0.0,2022-10-01,2022-10-01,2022,644,0.7624223602472633,523.75,523.4615384615385,-0.14010507880910683,-0.09200159846488432,0.2857142857142858,0.11946729338033668,0.16836182050153625,False,5.160896119835242
2022-10-10,40,P003,FRA_SKU_03,Fragrance,Central,Retail,LineA,HolidayPush,545,536,427,1,53.12,18.22,312.28,9961.13,3179.51,1470.48,492.27,22682.24,7578.85,0.3341,3,2.71,19.79,0.0165,0.0027,3868,0,27,0.7346,17.2,7.02,False,0.0,2022-10-01,2022-10-01,2022,644,0.66304347825984,503.5,518.6923076923077,-0.13034623217922603,-0.0799440719649569,-0.6666666666666667,-0.3075577326801959,0.17707536607106122,False,9.058547988153283
2022-10-17,41,P003,FRA_SKU_03,Fragrance,North,Wholesale,LineB,None,542,538,469,7,48.15,19.95,578.86,10870.79,3511.13,665.15,373.27,22582.35,7162.01,0.3172,2,6.0,22.36,0.0066,0.0153,2847,0,25,0.7085,45.4,7.4,False,0.0,2022-10-01,2022-10-01,2022,644,0.7282608695640865,489.5,506.38461538461536,0.09836065573770503,-0.004403886035947213,-0.33333333333333337,0.1298635674583124,0.19089423175253467,False,6.070362460404344
2022-10-24,42,P003,FRA_SKU_03,Fragrance,Central,Wholesale,LineB,NewLaunch,583,576,500,9,49.1,18.54,514.79,10860.3,3823.05,1625.81,666.33,24550.0,7574.51,0.3085,8,10.28,29.2,0.0117,0.0188,3949,0,40,0.6801,40.1,6.99,False,0.0,2022-10-01,2022-10-01,2022,644,0.7763975155267447,471.75,499.15384615384613,0.06609808102345416,0.0871322072326397,3.0,0.30590339892665463,0.16410273637774447,False,7.8979999842040005
2022-10-31,43,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineC,HolidayPush,674,641,871,12,33.0,20.22,516.28,13679.91,3174.9,1625.65,704.04,28743.0,9558.5,0.3326,7,6.61,28.53,0.0478,0.0145,4285,89,59,0.703,27.3,7.25,True,0.31,2022-10-01,2022-10-01,2022,644,1.3524844720475893,566.75,521.3076923076923,0.742,0.1707942973523422,-0.125,-0.022945205479452002,0.17312655476629313,False,4.9196326005515125
2022-11-07,44,P003,FRA_SKU_03,Fragrance,East,E-commerce,LineA,None,789,764,823,0,49.86,19.52,477.34,15449.01,2224.34,2742.18,860.77,41034.78,19758.48,0.4815,6,10.0,38.99,0.0312,0.0,3471,41,53,0.5534,21.3,4.81,False,0.0,2022-11-01,2022-10-01,2022,644,1.2779503105570218,665.75,544.0769230769231,-0.05510907003444321,0.42764429600250486,-0.1428571428571429,0.3666316158429723,0.18300404298781764,False,4.217496957208388
2022-11-14,45,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineC,NewLaunch,623,602,644,1,47.01,19.71,527.68,12332.1,323.28,620.24,208.46,30274.44,16790.36,0.5546,11,6.04,25.74,0.0326,0.0017,1979,19,26,0.5909,9.9,5.54,False,0.0,2022-11-01,2022-10-01,2022,644,0.9999999999984472,709.5,551.1538461538462,-0.21749696233292826,-0.26222487363158764,0.8333333333333333,-0.33983072582713525,0.1940359026144211,False,3.0729813616879174
2022-11-21,46,P003,FRA_SKU_03,Fragrance,East,Retail,LineA,HolidayPush,733,726,807,4,37.11,20.03,834.89,14765.48,548.21,1976.48,457.02,29947.77,12200.58,0.4074,4,9.43,35.23,0.0088,0.0055,3304,40,70,0.6669,55.3,6.91,True,0.22,2022-11-01,2022-10-01,2022,644,1.253105590060166,786.25,579.8461538461538,0.25310559006211175,-0.010790290423208448,-0.6363636363636364,0.36868686868686873,0.19775437595452622,False,4.094175955273636
2022-11-28,47,P003,FRA_SKU_03,Fragrance,East,Retail,LineB,None,632,606,525,4,47.64,18.11,746.39,11520.16,3424.82,1897.81,384.26,25011.0,7783.95,0.3112,5,8.24,28.72,0.0399,0.0089,4255,0,38,0.7125,54.5,5.97,False,0.0,2022-11-01,2022-10-01,2022,644,0.815217391303082,699.75,587.6923076923077,-0.34944237918215615,-0.1648459968805691,0.25,-0.18478569401078626,0.17638209851137476,False,8.104761889324264
2022-12-05,48,P003,FRA_SKU_03,Fragrance,North,E-commerce,LineA,None,816,807,884,14,51.68,19.82,895.15,16262.64,1398.11,3650.12,1084.81,45685.12,23289.44,0.5098,3,8.57,37.66,0.0103,0.0165,1077,36,33,0.8036,7.2,6.19,False,0.0,2022-12-01,2022-10-01,2022,644,1.3726708074512848,715.0,618.8461538461538,0.6838095238095239,0.8266010955179721,-0.4,0.3112813370473537,0.20507017554258655,False,1.218325790477007
2022-12-12,49,P003,FRA_SKU_03,Fragrance,West,E-commerce,LineA,SummerSale,599,589,604,8,49.59,19.25,760.73,11606.82,1434.26,1641.54,341.95,29952.36,14927.79,0.4984,5,6.98,25.75,0.0164,0.0138,3123,7,22,0.7334,3.5,8.49,False,0.0,2022-12-01,2022-10-01,2022,644,0.9378881987563077,705.0,626.2307692307693,-0.3167420814479638,-0.34437383550705347,0.6666666666666667,-0.3162506638343069,0.21042499878068943,False,5.1705297927640235
2022-12-19,50,P003,FRA_SKU_03,Fragrance,South,E-commerce,LineC,HolidayPush,815,809,1031,6,34.46,19.28,505.3,15763.73,5606.61,2219.74,727.57,35528.26,11210.61,0.3155,11,7.77,36.27,0.0063,0.0061,3329,110,69,0.6127,43.1,7.4,True,0.31,2022-12-01,2022-10-01,2022,644,1.6009316770161477,761.0,665.1538461538462,0.7069536423841059,0.1861589537518913,1.2000000000000002,0.4085436893203884,0.21895931761917659,False,3.2289039735898113
