Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2022-02-28,8,P004,SKI_SKU_04,Skincare,East,Retail,LineC,None,2252,2215,1798,13,11.33,14.02,2299.29,31802.97,1506.36,592.54,524.06,20371.34,-14054.59,-0.6899,1,3.76,85.04,0.0163,0.0074,3623,0,54,0.6406,7.8,6.03,False,0.0
2022-03-07,9,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,2347,2292,2226,24,11.37,13.71,1279.12,32305.28,1932.74,1742.79,926.06,25309.62,-11597.25,-0.4582,5,4.17,90.02,0.0233,0.011,2752,0,129,0.646,40.0,6.96,False,0.0
2022-03-14,10,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineB,None,1789,1739,1577,45,11.33,12.37,1379.32,22267.86,2064.4,634.82,367.49,17867.41,-7467.16,-0.4179,7,4.52,69.55,0.0277,0.0289,3642,0,112,0.71,40.7,7.68,False,0.0
2022-03-21,11,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,2243,2191,2171,33,11.38,13.87,1641.88,31274.6,2123.68,1906.93,587.95,24705.98,-11187.18,-0.4528,5,6.31,93.74,0.0228,0.0154,3629,0,137,0.7301,2.3,6.08,False,0.0
2022-03-28,12,P004,SKI_SKU_04,Skincare,South,Retail,LineA,NewLaunch,2224,2209,2067,0,12.66,12.6,2317.41,28254.14,1879.64,1087.94,619.69,26168.22,-5673.19,-0.2168,4,10.06,110.23,0.0065,0.0,2613,0,146,0.6993,21.3,8.61,False,0.0
2022-04-04,13,P004,SKI_SKU_04,Skincare,East,Wholesale,LineA,None,2533,2397,2175,11,11.61,12.72,1975.74,32417.33,2529.19,988.19,857.43,25251.75,-11540.39,-0.457,1,10.08,125.64,0.0536,0.0055,2872,0,146,0.7014,16.9,5.85,False,0.0
2022-04-11,14,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,2079,1982,1611,36,11.64,12.78,1442.83,26713.9,3871.69,1045.53,946.09,18752.04,-13825.17,-0.7373,7,0.0,68.75,0.0464,0.0226,2820,0,123,0.709,24.6,5.69,False,0.0
2022-04-18,15,P004,SKI_SKU_04,Skincare,West,Retail,LineC,NewLaunch,1893,1891,1482,0,11.65,13.24,1675.31,25230.85,1790.03,676.67,449.73,17265.3,-10881.98,-0.6303,3,6.42,79.46,0.0008,0.0,2397,0,47,0.6804,19.8,9.06,False,0.0
2022-04-25,16,P004,SKI_SKU_04,Skincare,South,E-commerce,LineA,SummerSale,2105,2105,2029,26,12.05,13.62,1347.2,28804.82,1094.76,870.62,327.85,24449.45,-6648.6,-0.2719,3,5.08,83.66,0.0,0.0132,3255,0,61,0.6707,47.4,8.47,False,0.0
2022-05-02,17,P004,SKI_SKU_04,Skincare,East,Retail,LineB,HolidayPush,2694,2626,2757,76,10.57,12.85,3036.14,34921.51,2075.82,887.2,506.08,29141.49,-9249.12,-0.3174,5,6.16,111.89,0.0251,0.0276,2882,77,120,0.7223,20.9,6.13,True,0.16
2022-05-09,18,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,2408,2408,2146,78,11.59,12.79,1591.69,30957.49,2358.02,1050.95,548.16,24872.14,-10042.48,-0.4038,3,7.65,106.61,0.0,0.0366,3546,0,189,0.726,39.2,7.6,False,0.0
2022-05-16,19,P004,SKI_SKU_04,Skincare,North,Retail,LineB,None,2534,2534,2073,21,11.84,14.11,1819.41,35936.68,2118.23,1715.31,713.25,24544.32,-15939.15,-0.6494,9,8.57,116.95,0.0,0.0102,3043,0,172,0.6997,40.4,8.89,False,0.0
2022-05-23,20,P004,SKI_SKU_04,Skincare,West,E-commerce,LineC,SummerSale,2059,1978,2013,72,12.27,13.33,1789.27,27625.4,497.63,1298.94,472.1,24699.51,-5194.56,-0.2103,5,8.45,94.49,0.039,0.036,2261,11,73,0.6721,44.6,6.49,False,0.0
2022-05-30,21,P004,SKI_SKU_04,Skincare,Central,Retail,LineA,None,2206,2147,2129,23,12.68,13.91,1451.55,30830.61,725.74,2029.34,240.66,26995.72,-6830.63,-0.253,12,7.34,96.32,0.0266,0.0112,2008,0,134,0.6494,50.3,6.77,False,0.0
2022-06-06,22,P004,SKI_SKU_04,Skincare,North,Wholesale,LineC,None,1826,1808,1697,22,12.33,12.43,1232.55,22820.44,621.73,746.96,948.57,20924.01,-4213.69,-0.2014,9,4.44,70.77,0.0098,0.0132,2938,0,142,0.7029,59.8,7.32,False,0.0
2022-06-13,23,P004,SKI_SKU_04,Skincare,East,E-commerce,LineA,None,2278,2207,2354,12,11.54,12.71,1239.23,29077.3,3640.22,846.59,791.31,27165.16,-7190.26,-0.2647,9,7.03,98.16,0.0307,0.0055,3685,64,156,0.6545,44.9,5.6,False,0.0
2022-06-20,24,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,None,2191,2105,2136,28,12.52,12.83,1038.53,28214.38,2116.33,1176.23,1000.32,26742.72,-5764.54,-0.2156,4,4.23,84.24,0.0389,0.0134,2916,14,118,0.7242,31.0,5.71,False,0.0
2022-06-27,25,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,2239,2239,2189,37,12.11,12.88,1435.2,28981.84,2279.54,1508.0,861.89,26508.79,-7122.48,-0.2687,8,8.07,100.97,0.0,0.0171,2468,0,108,0.6607,22.6,6.55,False,0.0
2022-07-04,26,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,1804,1789,1663,26,12.27,13.44,1035.5,24349.31,2976.93,1253.16,683.11,20405.01,-8857.5,-0.4341,2,3.89,68.47,0.0079,0.0162,2411,0,95,0.6944,17.4,7.0,False,0.0
2022-07-11,27,P004,SKI_SKU_04,Skincare,South,Retail,LineC,None,2707,2611,2547,0,11.27,13.9,1272.29,37754.53,2161.89,1779.44,866.91,28704.69,-13858.08,-0.4828,5,8.73,125.83,0.0354,0.0,3182,0,166,0.6237,25.3,7.25,False,0.0
2022-07-18,28,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,2687,2620,2788,8,11.29,13.67,2729.99,37004.29,650.98,1770.35,201.45,31476.52,-8150.55,-0.2589,9,5.79,109.92,0.0249,0.0031,2979,82,116,0.5865,47.6,7.28,False,0.0
2022-07-25,29,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,1705,1647,1434,28,11.56,13.81,1154.29,23661.48,2757.04,580.99,1070.08,16577.04,-11492.55,-0.6933,5,8.74,79.31,0.0339,0.0201,3260,0,51,0.6545,37.2,7.51,False,0.0
2022-08-01,30,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,SummerSale,2291,2208,2398,54,11.24,12.9,1058.44,29659.74,2317.9,1608.74,1099.81,26953.52,-7732.67,-0.2869,2,5.23,91.61,0.036,0.0227,2098,103,209,0.7591,23.7,7.17,False,0.0
2022-08-08,31,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,NewLaunch,2302,2302,2505,75,12.61,12.75,1926.77,29543.18,1895.72,2075.73,998.01,31588.05,-2924.59,-0.0926,5,3.93,87.48,0.0,0.0303,4064,116,161,0.793,7.0,6.94,False,0.0
2022-08-15,32,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,2472,2464,2396,57,11.19,14.1,2054.23,35060.62,205.02,1793.59,430.42,26811.24,-10678.41,-0.3983,7,4.93,97.68,0.003,0.024,2434,0,123,0.5977,42.5,7.32,False,0.0
2022-08-22,33,P004,SKI_SKU_04,Skincare,North,Retail,LineA,None,2828,2764,3556,71,8.28,12.35,2570.65,35182.87,1347.53,2102.67,628.02,29443.68,-9817.41,-0.3334,5,7.25,123.02,0.0223,0.02,1874,394,159,0.6904,18.0,7.19,True,0.33
2022-08-29,34,P004,SKI_SKU_04,Skincare,West,Retail,LineB,SummerSale,2677,2653,2812,54,9.02,14.04,2023.81,37787.46,1536.12,545.24,517.2,25364.24,-15021.78,-0.5922,9,10.52,135.77,0.0087,0.0195,3077,87,152,0.6978,13.0,8.46,True,0.26
2022-09-05,35,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,2493,2466,2646,26,12.66,14.04,1677.79,35169.5,610.52,1183.56,262.15,33498.36,-3727.37,-0.1113,8,8.27,113.47,0.0105,0.01,2495,79,186,0.6428,46.5,7.66,False,0.0
2022-09-12,36,P004,SKI_SKU_04,Skincare,West,Retail,LineC,HolidayPush,2473,2411,2047,21,12.58,12.53,2250.43,31211.73,3272.53,1178.79,1069.07,25751.26,-10980.86,-0.4264,6,3.06,91.0,0.025,0.0105,3332,0,103,0.6352,28.2,7.35,False,0.0
2022-09-19,37,P004,SKI_SKU_04,Skincare,East,Retail,LineB,None,2394,2326,1838,45,11.71,13.8,1972.66,33234.47,695.43,1219.23,284.25,21522.98,-13910.4,-0.6463,9,7.41,104.84,0.028,0.0245,4116,0,118,0.688,35.1,6.48,False,0.0
2022-09-26,38,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,None,2248,2188,2190,63,11.72,13.8,2144.59,31236.86,3781.56,941.11,314.9,25666.8,-10607.63,-0.4133,4,6.98,96.66,0.0266,0.0289,2822,1,110,0.6795,51.1,7.35,False,0.0
2022-10-03,39,P004,SKI_SKU_04,Skincare,Central,Wholesale,LineA,None,2523,2479,2201,44,11.68,14.01,2406.94,35587.92,1353.95,1310.29,957.14,25707.68,-13501.62,-0.5252,5,4.45,97.83,0.0174,0.02,1978,0,148,0.7165,31.7,6.24,False,0.0
2022-10-10,40,P004,SKI_SKU_04,Skincare,South,E-commerce,LineA,SummerSale,2375,2346,2436,84,12.62,12.53,1482.0,29906.95,3790.85,2242.56,526.79,30742.32,-5724.83,-0.1862,1,11.02,123.57,0.0119,0.0346,4874,44,177,0.6691,42.6,7.63,False,0.0
2022-10-17,41,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,2274,2222,1750,19,11.43,13.31,1280.26,30394.97,3732.41,1000.63,264.2,20002.5,-15389.71,-0.7694,9,3.24,84.22,0.0225,0.0109,3869,0,53,0.7553,14.8,6.86,False,0.0
2022-10-24,42,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineB,None,2251,2251,2344,17,11.67,14.09,1724.27,31889.02,3853.18,781.2,620.17,27354.48,-9789.09,-0.3579,9,8.49,103.49,0.0,0.0076,3774,46,130,0.6979,47.9,6.8,False,0.0
2022-10-31,43,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,2930,2891,2772,0,12.37,13.34,3017.9,39387.99,2158.6,1599.77,641.93,34289.64,-9498.65,-0.277,4,4.88,115.54,0.0131,0.0,4213,0,215,0.6161,20.3,6.84,False,0.0
2022-11-07,44,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,None,1900,1869,1739,51,12.51,12.97,1791.7,24822.17,1446.17,1028.76,892.87,21754.89,-6435.08,-0.2958,3,1.95,67.16,0.0163,0.0295,3861,0,148,0.7096,22.4,6.94,False,0.0
2022-11-14,45,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineC,None,2417,2364,2168,31,12.32,13.29,1979.52,32319.88,1200.47,818.53,796.63,26709.76,-8425.75,-0.3155,8,9.18,114.79,0.0216,0.0146,3253,0,76,0.6981,13.4,7.97,False,0.0
2022-11-21,46,P004,SKI_SKU_04,Skincare,Central,Retail,LineA,None,2258,2239,2016,17,11.99,12.59,2447.67,28672.99,3783.15,1380.08,992.39,24171.84,-10656.77,-0.4409,11,5.48,91.21,0.0082,0.0089,1870,0,60,0.784,28.6,9.46,False,0.0
2022-11-28,47,P004,SKI_SKU_04,Skincare,South,Retail,LineA,SummerSale,2274,2238,1993,49,11.69,13.77,1878.32,31500.81,789.8,1173.98,1016.78,23298.17,-11183.2,-0.48,10,6.33,95.11,0.0158,0.025,2675,0,65,0.6724,31.3,6.5,False,0.0
2022-12-05,48,P004,SKI_SKU_04,Skincare,East,Retail,LineC,None,1896,1840,1806,54,11.59,13.53,1330.99,25785.98,3991.27,1356.53,913.81,20931.54,-11116.05,-0.5311,1,6.01,78.27,0.0293,0.0301,3032,0,92,0.7366,17.3,7.62,False,0.0
2022-12-12,49,P004,SKI_SKU_04,Skincare,South,Wholesale,LineC,NewLaunch,1918,1881,1594,34,11.98,12.95,930.23,24931.12,3420.1,1401.53,535.28,19096.12,-11191.91,-0.5861,9,5.8,78.48,0.019,0.0216,3921,0,102,0.6035,58.7,6.24,False,0.0
2022-12-19,50,P004,SKI_SKU_04,Skincare,Central,Retail,LineB,None,2051,2000,1946,54,12.68,12.57,1909.48,25972.02,2208.41,1951.19,520.83,24675.28,-5977.17,-0.2422,9,4.89,80.92,0.0244,0.0281,4583,0,106,0.7668,19.1,5.68,False,0.0
2022-12-26,51,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,SummerSale,2836,2778,3058,95,12.49,12.62,3105.42,36100.86,2249.16,1307.01,422.05,38194.42,-1884.66,-0.0493,6,3.79,107.21,0.0202,0.0312,3064,145,229,0.6826,30.6,6.54,False,0.0
2023-01-02,52,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,2273,2265,2378,15,11.4,12.54,2279.82,28731.4,800.37,1277.71,690.97,27109.2,-4391.25,-0.162,9,5.84,93.14,0.0033,0.0067,1857,61,111,0.6496,52.7,7.79,False,0.0
2023-01-09,53,P004,SKI_SKU_04,Skincare,South,Wholesale,LineC,SummerSale,2085,2046,1905,51,11.51,13.17,1964.07,27655.86,1587.56,971.11,658.71,21926.55,-8946.69,-0.408,8,10.05,103.27,0.0185,0.0271,4684,0,70,0.7232,19.3,6.2,False,0.0
2023-01-16,54,P004,SKI_SKU_04,Skincare,Central,Wholesale,LineA,SummerSale,1927,1864,1700,7,10.23,13.6,950.01,26302.2,4860.0,968.77,488.12,17391.0,-15228.09,-0.8756,6,5.0,76.36,0.0324,0.0042,2376,0,127,0.7192,13.3,6.82,True,0.11
2023-01-23,55,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,2774,2632,2522,75,11.24,12.64,2674.14,35330.77,1839.26,1996.21,484.29,28347.28,-11303.25,-0.3987,4,5.84,113.71,0.0511,0.0301,3164,0,160,0.6414,11.5,6.89,False,0.0
2023-01-30,56,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,None,1912,1865,2318,0,8.73,14.04,1414.88,26985.97,5154.55,1215.09,244.51,20236.14,-13363.98,-0.6604,4,5.94,78.67,0.0244,0.0,2634,226,175,0.6885,48.0,7.23,True,0.28
2023-02-06,57,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineA,NewLaunch,2524,2519,2337,64,11.9,13.78,2211.02,35001.82,550.5,1407.09,429.44,27810.3,-9578.55,-0.3444,4,10.01,124.75,0.0018,0.0275,2130,0,167,0.674,41.8,5.66,False,0.0
2023-02-13,58,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,2515,2434,2461,11,11.53,12.66,2520.03,32091.9,317.25,2222.47,276.85,28375.33,-6533.14,-0.2302,2,4.05,96.03,0.0321,0.0047,3474,16,171,0.6269,42.9,5.34,False,0.0
2023-02-20,59,P004,SKI_SKU_04,Skincare,West,Retail,LineA,SummerSale,2613,2613,2329,56,11.19,13.73,1139.27,35990.42,1293.54,932.19,398.94,26061.51,-12553.58,-0.4817,10,3.13,96.38,0.0,0.0241,3162,0,191,0.7737,32.5,6.65,False,0.0
2023-02-27,60,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,None,2380,2256,2687,6,8.4,13.63,1349.46,32574.35,1385.66,1190.94,443.6,22570.8,-13023.75,-0.577,7,9.42,114.34,0.0517,0.0024,2466,225,123,0.6684,38.3,6.29,True,0.26
2023-03-06,61,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,2141,2094,2014,60,12.11,12.67,2087.47,27335.22,3736.61,1377.12,1005.87,24389.54,-9065.28,-0.3717,5,6.51,90.22,0.0216,0.0299,3214,0,80,0.7574,15.7,9.12,False,0.0
2023-03-13,62,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,2159,2159,2146,12,11.51,12.59,1450.85,27326.89,2314.76,606.33,324.02,24700.46,-5871.54,-0.2377,3,11.3,114.01,0.0,0.0059,2781,0,142,0.7381,28.4,7.56,False,0.0
2023-03-20,63,P004,SKI_SKU_04,Skincare,East,Retail,LineA,None,1777,1756,1886,23,9.85,13.18,1114.18,23532.28,3247.4,910.01,905.26,18577.1,-10017.85,-0.5393,7,2.75,64.64,0.0116,0.0125,2846,83,160,0.702,2.0,7.91,True,0.2
2023-03-27,64,P004,SKI_SKU_04,Skincare,East,Retail,LineC,None,2150,2124,1686,38,11.53,13.13,1786.65,28408.17,2149.05,1268.99,711.13,19439.58,-13097.75,-0.6738,1,3.0,78.94,0.012,0.0226,1504,0,90,0.6997,18.8,6.32,False,0.0
2023-04-03,65,P004,SKI_SKU_04,Skincare,West,Retail,LineB,None,2487,2424,2128,36,11.83,13.86,1855.3,34655.35,3343.36,1435.05,918.61,25174.24,-15178.13,-0.6029,6,6.21,103.51,0.025,0.0172,2436,0,120,0.7252,27.6,7.21,False,0.0
2023-04-10,66,P004,SKI_SKU_04,Skincare,East,E-commerce,LineA,None,1876,1850,1717,13,11.85,12.36,1286.94,23316.05,1143.2,1104.76,1150.65,20346.45,-6368.21,-0.313,7,2.23,66.98,0.0135,0.0081,3830,0,69,0.7285,32.2,6.99,False,0.0
2023-04-17,67,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,1862,1804,1430,29,11.59,12.57,863.97,23491.74,3806.73,1270.97,283.67,16573.7,-12279.41,-0.7409,5,8.37,85.14,0.0307,0.0207,4104,0,99,0.7515,37.3,7.71,False,0.0
2023-04-24,68,P004,SKI_SKU_04,Skincare,South,Retail,LineC,None,2950,2878,2625,27,12.32,13.54,1820.15,40125.01,3928.26,1410.57,1154.56,32340.0,-14278.4,-0.4415,2,5.1,117.34,0.0242,0.0104,2392,0,134,0.6716,23.4,6.89,False,0.0
2023-05-01,69,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,2303,2215,1761,13,12.54,12.46,2033.55,28898.73,879.52,1229.76,304.93,22082.94,-9230.0,-0.418,5,6.97,98.96,0.0382,0.0078,1304,0,114,0.724,36.1,6.2,False,0.0
2023-05-08,70,P004,SKI_SKU_04,Skincare,South,Retail,LineA,None,1977,1971,1799,40,11.17,12.88,2042.24,25667.98,2848.45,1027.72,722.05,20094.83,-10171.37,-0.5062,7,11.48,105.37,0.0028,0.0225,2132,0,145,0.7016,55.3,7.0,False,0.0
2023-05-15,71,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,2327,2296,2148,69,11.6,12.59,1400.85,29437.02,2232.89,1572.55,655.84,24916.8,-8981.5,-0.3605,9,4.87,91.73,0.0133,0.0323,1827,0,169,0.8719,18.6,6.15,False,0.0
2023-05-22,72,P004,SKI_SKU_04,Skincare,North,E-commerce,LineC,HolidayPush,2557,2557,2470,59,12.53,12.5,1679.95,32130.49,2809.35,1167.76,258.13,30949.1,-5416.63,-0.175,1,8.38,116.95,0.0,0.0242,3253,0,108,0.6301,8.9,6.85,False,0.0
2023-05-29,73,P004,SKI_SKU_04,Skincare,North,Retail,LineC,NewLaunch,2415,2299,2014,29,11.33,12.83,1700.16,31154.47,1177.74,1524.27,876.32,22818.62,-11914.18,-0.5221,6,7.12,104.45,0.0477,0.0148,4417,0,176,0.6673,19.4,8.09,False,0.0
2023-06-05,74,P004,SKI_SKU_04,Skincare,South,Wholesale,LineB,SummerSale,1715,1688,1448,0,11.94,13.43,1010.13,23133.46,3757.99,738.15,900.89,17289.12,-11241.37,-0.6502,6,5.09,68.18,0.0155,0.0,2566,0,104,0.6854,23.0,7.12,False,0.0
2023-06-12,75,P004,SKI_SKU_04,Skincare,Central,Wholesale,LineB,NewLaunch,2103,2003,1615,8,12.39,12.49,1871.67,26453.64,1856.49,1389.2,705.46,20009.85,-10394.94,-0.5195,1,7.42,92.17,0.0471,0.0053,4360,0,67,0.7235,31.8,8.56,False,0.0
2023-06-19,76,P004,SKI_SKU_04,Skincare,West,Retail,LineA,SummerSale,2771,2677,2309,30,11.95,13.32,2837.5,37193.47,1249.4,561.06,865.02,27592.55,-12276.4,-0.4449,5,7.8,123.46,0.0338,0.0134,1726,0,190,0.7578,61.6,6.73,False,0.0
2023-06-26,77,P004,SKI_SKU_04,Skincare,South,Retail,LineB,HolidayPush,1685,1659,1571,28,12.14,13.9,1809.69,23602.47,2081.94,1128.65,663.17,19071.94,-8404.29,-0.4407,3,6.68,71.51,0.0152,0.0182,1731,0,93,0.6675,32.1,6.11,False,0.0
2023-07-03,78,P004,SKI_SKU_04,Skincare,South,Wholesale,LineC,None,1950,1934,1541,21,12.27,12.36,1376.7,24239.67,2615.34,735.02,780.08,18908.07,-9462.04,-0.5004,10,5.01,77.29,0.0078,0.0141,2625,0,56,0.7101,20.4,6.81,False,0.0
2023-07-10,79,P004,SKI_SKU_04,Skincare,South,E-commerce,LineA,SummerSale,1971,1903,1869,54,11.65,13.32,1988.74,26452.59,1943.68,595.67,783.8,21773.85,-8001.89,-0.3675,10,1.89,69.52,0.0343,0.0291,3163,0,136,0.6543,29.8,6.63,False,0.0
2023-07-17,80,P004,SKI_SKU_04,Skincare,West,Retail,LineA,None,2606,2605,2414,55,11.22,13.46,2407.94,35317.55,1470.48,977.65,381.59,27085.08,-11062.19,-0.4084,5,5.82,106.71,0.0002,0.0229,3045,0,133,0.7455,36.0,6.3,False,0.0
2023-07-24,81,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,1974,1941,1890,27,12.25,13.06,1160.71,25896.51,535.56,1541.77,729.64,23152.5,-5550.98,-0.2398,10,8.54,90.98,0.0163,0.0147,4613,0,136,0.6706,47.5,5.68,False,0.0
2023-07-31,82,P004,SKI_SKU_04,Skincare,South,Retail,LineA,None,2229,2209,1867,49,11.2,12.94,1769.83,29020.24,2230.17,1131.16,423.61,20910.4,-11894.78,-0.5688,12,4.3,85.94,0.0088,0.0264,2813,0,59,0.6315,36.2,7.53,False,0.0
2023-08-07,83,P004,SKI_SKU_04,Skincare,South,Wholesale,LineB,None,2185,2110,1884,42,11.93,13.74,2178.45,30239.74,1014.47,627.76,633.5,22476.12,-10039.35,-0.4467,1,3.53,81.8,0.0339,0.0223,3671,0,78,0.6102,17.9,7.26,False,0.0
2023-08-14,84,P004,SKI_SKU_04,Skincare,West,Retail,LineB,SummerSale,2175,2076,1914,39,11.72,14.03,1779.15,30693.17,534.78,1785.3,433.52,22432.08,-11014.68,-0.491,5,9.5,104.88,0.0451,0.0204,3766,0,157,0.7462,27.9,6.54,False,0.0
2023-08-21,85,P004,SKI_SKU_04,Skincare,North,Retail,LineA,None,2067,2028,1723,18,11.7,12.82,1151.32,26614.07,252.55,1402.08,723.92,20159.1,-8833.52,-0.4382,9,8.41,94.71,0.0185,0.0106,2279,0,65,0.6798,39.8,7.43,False,0.0
2023-08-28,86,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,2410,2364,2542,0,7.45,13.51,2026.81,32761.78,1323.78,1291.58,1046.85,18937.9,-17486.09,-0.9233,11,10.87,124.43,0.0188,0.0,2712,84,96,0.6472,43.9,5.31,True,0.34
2023-09-04,87,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,2229,2194,2182,20,10.9,12.82,2425.15,28818.3,3257.54,1667.17,562.84,23783.8,-10522.05,-0.4424,7,6.64,94.44,0.0153,0.0092,2979,0,73,0.7093,40.4,8.29,True,0.11
2023-09-11,88,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineA,None,2513,2500,2385,72,11.42,12.53,1492.72,31637.16,522.79,1585.53,523.2,27236.7,-7031.98,-0.2582,6,6.15,104.3,0.0049,0.0305,3833,0,173,0.6592,11.2,7.91,False,0.0
2023-09-18,89,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,2065,2004,1935,22,11.86,12.98,1185.31,26922.23,1114.57,1577.17,800.74,22949.1,-7465.61,-0.3253,8,3.26,76.55,0.0292,0.0119,3451,0,75,0.5696,40.5,7.47,False,0.0
2023-09-25,90,P004,SKI_SKU_04,Skincare,East,Wholesale,LineC,None,2445,2419,2152,30,11.5,12.47,1929.11,30682.06,1843.62,1045.45,525.47,24748.0,-9348.6,-0.3778,11,3.92,92.89,0.0106,0.014,1922,0,135,0.7562,38.8,7.42,False,0.0
2023-10-02,91,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,None,3010,2910,2705,34,11.96,13.37,2284.59,40472.16,2511.7,2095.94,732.79,32351.8,-13460.79,-0.4161,9,8.13,136.13,0.0331,0.0129,3546,0,134,0.7137,47.2,9.29,False,0.0
2023-10-09,92,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,SummerSale,1962,1954,2162,28,11.71,12.47,1467.58,24612.9,3887.47,1986.29,845.62,25317.02,-6015.26,-0.2376,8,10.51,99.46,0.0037,0.013,3345,91,186,0.8214,25.0,7.1,False,0.0
2023-10-16,93,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,2177,2044,2075,33,12.11,12.53,1739.42,27451.75,1074.89,1232.1,467.24,25128.25,-5097.73,-0.2029,9,7.63,96.28,0.0608,0.016,3521,19,175,0.7564,42.7,7.12,False,0.0
2023-10-23,94,P004,SKI_SKU_04,Skincare,West,Retail,LineA,None,2845,2832,2764,57,12.04,13.97,1874.86,39932.14,2821.63,2230.92,1177.7,33278.56,-12883.83,-0.3872,7,3.72,107.3,0.0044,0.0206,3908,0,208,0.6831,11.9,5.76,False,0.0
2023-10-30,95,P004,SKI_SKU_04,Skincare,Central,Retail,LineA,None,2013,1981,1894,44,12.25,14.1,1451.37,28528.44,3246.8,1324.26,900.46,23201.5,-10798.46,-0.4654,4,2.64,72.92,0.0155,0.0236,3203,0,122,0.6729,31.1,6.69,False,0.0
2023-11-06,96,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,SummerSale,1895,1858,1659,32,12.22,13.17,898.23,25046.97,2028.99,1225.04,708.5,20272.98,-8736.52,-0.4309,2,4.34,73.16,0.0192,0.0197,2919,0,117,0.6546,34.1,7.31,False,0.0
2023-11-13,97,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,None,1906,1864,1681,11,11.85,13.43,953.0,25692.88,838.34,1431.13,230.13,19919.85,-8272.63,-0.4153,2,7.81,84.96,0.0218,0.0066,1989,0,148,0.7771,27.3,7.51,False,0.0
2023-11-20,98,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,3422,3387,3759,65,12.69,13.41,3274.85,46216.51,1149.84,3334.13,1079.97,47701.71,-4078.74,-0.0855,9,4.96,135.38,0.0101,0.0173,3388,181,304,0.6603,18.9,8.09,False,0.0
2023-11-27,99,P004,SKI_SKU_04,Skincare,Central,Retail,LineA,SummerSale,2603,2562,2596,78,8.79,13.54,1819.5,35426.57,5967.38,861.96,937.67,22818.84,-20374.74,-0.8929,8,3.98,99.11,0.0157,0.0301,2674,17,153,0.5978,31.4,6.89,True,0.26
2023-12-04,100,P004,SKI_SKU_04,Skincare,West,E-commerce,LineC,None,2106,2066,2069,44,12.34,13.07,1248.86,27650.31,1462.24,1145.46,701.27,25531.46,-5427.82,-0.2126,7,9.36,100.87,0.0187,0.0217,2323,2,66,0.7053,2.4,6.98,False,0.0
