Date,Product_ID,Product_Name,Category,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Material_kg,Revenue,COGS,Expenses,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_units_per_hour,Defect_Rate,Returns_Rate,Customer_Acquisition,Retention_Rate,NPS,Employee_Satisfaction,Week_Index,Weekly_Target,Target_Achieved,Rolling_4w_Sales,YoY_Sales_pct,MoM_Sales_pct,Rolling_4w_Eff,Month,Year
2023-09-18,P003,HAI_SKU_03,Haircare,1793,1745,1557,60,47.68,22.65,772.783,74232.53,40765.48,7726.19,25740.87,0.3468,4,6.54,66.27,0.0266,0.039,94,0.7147,28.6,7.43,37,1808,0.8611725663716814,1666.75,,-0.009541984732824416,67.5325,2023-09-01,2023
2023-09-25,P003,HAI_SKU_03,Haircare,1572,1499,1277,40,46.13,21.99,677.532,58903.39,34705.14,4858.33,19339.92,0.3283,4,7.43,60.06,0.046,0.0317,35,0.7139,37.8,7.01,38,1808,0.7063053097345132,1591.25,,-0.19126029132362254,67.94,2023-09-01,2023
2023-10-02,P003,HAI_SKU_03,Haircare,1958,1945,1725,34,47.35,23.11,843.898,81683.81,45422.71,7819.04,28442.05,0.3482,11,6.44,72.1,0.0063,0.0202,87,0.682,31.2,6.44,39,1808,0.9540929203539823,1520.25,,-0.14136386261821798,66.515,2023-10-01,2023
2023-10-09,P003,HAI_SKU_03,Haircare,1498,1481,1279,21,42.91,23.2,645.638,54880.52,34875.82,4950.11,15054.59,0.2743,5,2.22,47.74,0.0111,0.0171,66,0.7766,34.1,6.11,40,1808,0.7074115044247787,1459.5,,-0.15965834428383707,61.5425,2023-10-01,2023
2023-10-16,P003,HAI_SKU_03,Haircare,2119,2113,1836,19,45.56,22.37,913.289,83640.53,47592.14,8783.99,27264.4,0.326,10,3.11,69.5,0.0027,0.0108,119,0.7196,30.0,8.18,41,1808,1.0154867256637168,1529.25,,0.17919075144508678,62.349999999999994,2023-10-01,2023
2023-10-23,P003,HAI_SKU_03,Haircare,2148,2148,2018,48,42.57,23.13,925.788,85907.27,49865.56,5445.09,30596.62,0.3562,5,4.08,72.77,0.0,0.0242,98,0.7673,57.8,7.38,42,1808,1.116150442477876,1714.5,,0.5802662490211432,65.52749999999999,2023-10-01,2023
2023-10-30,P003,HAI_SKU_03,Haircare,1442,1389,1189,47,43.41,21.3,621.502,51609.72,30831.86,5297.36,15480.49,0.3,8,5.52,51.35,0.0366,0.0397,87,0.6988,34.1,8.36,43,1808,0.6576327433628318,1580.5,,-0.31072463768115943,60.34,2023-10-01,2023
2023-11-06,P003,HAI_SKU_03,Haircare,2378,2253,1977,75,44.11,22.98,1024.918,87198.9,54858.27,4987.73,27352.9,0.3137,9,3.96,80.23,0.0525,0.038,76,0.6384,44.8,6.33,44,1808,1.0934734513274336,1755.0,,0.5457388584831899,68.4625,2023-11-01,2023
2023-11-13,P003,HAI_SKU_03,Haircare,2080,2017,1787,39,48.13,21.49,896.48,86011.53,44880.68,5174.09,35956.76,0.418,7,8.18,81.83,0.0302,0.0222,72,0.6413,15.0,7.22,45,1808,0.9883849557522124,1742.75,,-0.026688453159041448,71.545,2023-11-01,2023
2023-11-20,P003,HAI_SKU_03,Haircare,1822,1792,1752,11,46.09,21.67,785.282,80751.46,39640.81,8201.78,32908.87,0.4075,2,3.14,59.82,0.0164,0.0064,41,0.724,31.6,7.13,46,1808,0.9690265486725663,1676.25,,-0.13181367690782952,68.3075,2023-11-01,2023
2023-11-27,P003,HAI_SKU_03,Haircare,2379,2379,2065,18,46.58,21.02,1025.349,96194.32,50207.97,5704.07,40282.27,0.4188,4,8.61,95.21,0.0,0.0088,109,0.6785,42.0,7.43,47,1808,1.142146017699115,1895.25,,0.7367535744322959,79.2725,2023-11-01,2023
2023-12-04,P003,HAI_SKU_03,Haircare,2216,2125,1830,39,44.36,21.26,955.096,81169.83,47310.08,5373.67,28486.07,0.3509,10,5.37,78.5,0.0409,0.0214,53,0.8184,13.4,7.66,48,1808,1.0121681415929205,1858.5,,-0.07435508345978759,78.84,2023-12-01,2023
2023-12-11,P003,HAI_SKU_03,Haircare,2748,2672,2378,60,42.01,21.57,1184.388,99896.26,59506.25,9105.05,31284.97,0.3132,9,4.19,93.44,0.0274,0.0256,130,0.6512,32.2,7.63,49,1808,1.3152654867256637,2006.25,,0.3307218802462226,81.7425,2023-12-01,2023
2023-12-18,P003,HAI_SKU_03,Haircare,2135,2065,1794,20,44.25,20.59,920.185,79391.41,44137.46,7801.02,27452.94,0.3458,13,3.82,71.69,0.0327,0.0117,133,0.6224,23.6,6.65,50,1808,0.9922566371681416,2016.75,,0.023972602739726012,84.71000000000001,2023-12-01,2023
2023-12-25,P003,HAI_SKU_03,Haircare,2192,2192,2117,69,45.9,22.63,944.752,97180.77,49789.38,9430.86,37960.53,0.3906,10,5.84,78.95,0.0,0.0327,94,0.7128,30.6,7.72,51,1808,1.1709070796460177,2029.75,,0.025181598062953947,80.645,2023-12-01,2023
2024-01-01,P003,HAI_SKU_03,Haircare,1864,1772,1553,21,46.78,21.9,803.384,72643.9,40978.71,5285.35,26379.84,0.3631,7,7.21,70.62,0.049,0.0139,93,0.6933,20.3,6.85,52,1808,0.8589601769911505,1960.5,-0.01708860759493669,-0.1513661202185792,78.675,2024-01-01,2024
2024-01-08,P003,HAI_SKU_03,Haircare,1697,1666,1539,0,47.27,20.84,731.407,72754.4,35513.25,6713.14,30528.02,0.4196,5,2.49,54.55,0.0181,0.0,36,0.6797,31.5,6.54,53,1808,0.8512168141592921,1750.75,0.0239520958083832,-0.3528174936921783,68.9525,2024-01-01,2024
2024-01-15,P003,HAI_SKU_03,Haircare,1908,1867,1600,10,46.0,20.56,822.348,73596.75,39396.71,9053.26,25146.77,0.3417,7,6.09,69.37,0.021,0.0066,112,0.6727,27.4,7.12,54,1808,0.8849557522123894,1702.25,0.04780615586116577,-0.10813823857302118,68.3725,2024-01-01,2024
2024-01-22,P003,HAI_SKU_03,Haircare,1830,1813,1801,41,42.68,21.5,788.73,76871.35,39508.38,7328.58,30034.39,0.3907,3,2.88,59.57,0.0092,0.0232,44,0.7079,16.6,8.79,55,1808,0.9961283185840708,1623.25,0.03268348623853212,-0.14926783183750592,63.5275,2024-01-01,2024
2024-01-29,P003,HAI_SKU_03,Haircare,1629,1584,1513,6,43.3,20.71,702.099,65519.81,33869.92,4597.1,27052.79,0.4129,4,5.22,57.4,0.0276,0.004,102,0.7307,53.2,7.93,56,1808,0.8368362831858407,1613.25,0.019541778975741275,-0.025756600128783003,60.222500000000004,2024-01-01,2024
2024-02-05,P003,HAI_SKU_03,Haircare,1783,1715,1704,42,47.22,21.06,768.473,80458.85,37708.51,6772.03,35978.31,0.4472,5,4.29,60.83,0.0377,0.025,75,0.6791,22.8,8.17,57,1808,0.9424778761061947,1654.5,-0.0522803114571746,0.1072124756335282,61.792500000000004,2024-02-01,2024
2024-02-12,P003,HAI_SKU_03,Haircare,2144,2092,2022,49,44.48,21.97,924.064,89945.96,47285.31,7533.03,35127.61,0.3905,4,7.4,81.84,0.0242,0.0242,103,0.6421,49.5,6.68,58,1808,1.1183628318584071,1760.0,0.24814814814814823,0.26374999999999993,64.91,2024-02-01,2024
2024-02-19,P003,HAI_SKU_03,Haircare,1725,1725,1614,13,44.85,21.98,743.475,72391.51,38067.94,7009.45,27314.12,0.3773,3,9.14,70.51,0.0,0.0082,52,0.7158,44.5,6.64,59,1808,0.8926991150442478,1713.25,0.2264437689969605,-0.10383120488617437,67.64500000000001,2024-02-01,2024
2024-02-26,P003,HAI_SKU_03,Haircare,1835,1749,1688,58,44.96,20.81,790.885,75893.46,38338.87,5683.02,31871.57,0.42,9,6.23,67.04,0.0467,0.0347,76,0.7208,60.1,5.54,60,1808,0.9336283185840708,1757.0,-0.012287887653598561,0.11566424322538005,70.055,2024-02-01,2024
2024-03-04,P003,HAI_SKU_03,Haircare,1970,1933,1668,47,44.43,21.89,849.07,74105.81,43297.89,8856.19,21951.73,0.2962,3,5.25,69.48,0.0183,0.0285,53,0.8272,41.2,7.37,61,1808,0.922566371681416,1748.0,0.04119850187265928,-0.021126760563380254,72.2175,2024-03-01,2024
2024-03-11,P003,HAI_SKU_03,Haircare,1989,1962,1927,44,43.51,20.99,857.259,83852.72,41920.5,6141.61,35790.61,0.4268,3,8.12,78.05,0.0134,0.0229,73,0.8275,46.0,8.93,62,1808,1.0658185840707965,1724.25,0.37055476529160747,-0.046983184965380786,71.27,2024-03-01,2024
2024-03-18,P003,HAI_SKU_03,Haircare,1781,1763,1600,53,47.01,23.04,767.611,75211.1,41192.67,4366.58,29651.86,0.3942,4,2.41,57.11,0.0096,0.0334,46,0.771,28.7,8.1,63,1808,0.8849557522123894,1720.75,0.00439422473320783,-0.008674101610904539,67.92,2024-03-01,2024
2024-03-25,P003,HAI_SKU_03,Haircare,2117,2068,2056,61,47.54,20.57,912.427,97745.22,43733.7,6968.35,47043.16,0.4813,4,5.96,76.59,0.023,0.0301,151,0.6506,21.4,9.04,64,1808,1.1371681415929205,1812.75,0.4675231977159171,0.2180094786729858,70.3075,2024-03-01,2024
2024-04-01,P003,HAI_SKU_03,Haircare,2109,2091,1901,48,43.74,22.62,908.979,83154.71,47889.28,9115.67,26149.76,0.3145,10,3.42,69.88,0.0083,0.0256,116,0.7113,28.9,7.58,65,1808,1.051438053097345,1871.0,0.10139049826187718,0.13968824940047964,70.4075,2024-04-01,2024
2024-04-08,P003,HAI_SKU_03,Haircare,1760,1681,1479,30,44.56,22.24,758.56,65904.88,39291.87,7233.17,19379.84,0.2941,1,6.06,63.91,0.0443,0.0205,50,0.6074,22.4,7.74,66,1808,0.8180309734513275,1759.0,0.07720320466132558,-0.23248572911261023,66.8725,2024-04-01,2024
2024-04-15,P003,HAI_SKU_03,Haircare,1839,1790,1741,8,42.15,21.79,792.609,73390.96,40237.66,4729.59,28423.7,0.3873,7,6.49,67.83,0.0263,0.0049,60,0.6306,41.9,6.67,67,1808,0.9629424778761062,1794.25,0.3916866506794565,0.08812500000000001,69.5525,2024-04-01,2024
2024-04-22,P003,HAI_SKU_03,Haircare,2073,2018,1917,45,43.93,21.83,893.463,84211.29,45441.13,8516.98,30253.18,0.3593,7,3.87,69.73,0.0263,0.0236,97,0.6784,21.3,7.54,68,1808,1.060287610619469,1759.5,0.11518324607329844,-0.06760700389105057,67.8375,2024-04-01,2024
2024-04-29,P003,HAI_SKU_03,Haircare,2233,2163,2135,60,42.61,22.41,962.423,90974.37,50225.1,9773.79,30975.49,0.3405,8,2.48,71.76,0.031,0.0282,129,0.6744,36.6,6.87,69,1808,1.1808628318584071,1818.0,0.4919636617749825,0.12309310889005776,68.3075,2024-04-01,2024
2024-05-06,P003,HAI_SKU_03,Haircare,2339,2255,1971,63,42.99,22.45,1008.109,84733.27,52709.62,7768.25,24255.4,0.2863,7,4.3,79.83,0.0357,0.0323,110,0.7765,28.2,7.68,70,1808,1.0901548672566372,1941.0,0.0654054054054054,0.3326572008113591,72.2875,2024-05-01,2024
2024-05-13,P003,HAI_SKU_03,Haircare,2283,2207,2108,37,47.59,20.57,983.973,100309.46,47150.06,12266.22,40893.18,0.4077,6,7.11,86.2,0.0331,0.0178,128,0.6443,13.4,7.91,71,1808,1.165929203539823,2032.75,0.09053285049146398,0.21079839172889137,76.88000000000001,2024-05-01,2024
2024-05-20,P003,HAI_SKU_03,Haircare,1829,1800,1532,31,44.18,21.43,788.299,67677.6,39359.2,5513.99,22804.41,0.337,8,2.95,59.68,0.0155,0.0204,78,0.7608,28.1,10.0,72,1808,0.8473451327433629,1936.5,-0.051980198019802026,-0.2008346374543558,74.3675,2024-05-01,2024
2024-05-27,P003,HAI_SKU_03,Haircare,2049,1977,1799,61,43.03,22.73,883.119,77416.26,46746.65,7886.46,22783.15,0.2943,12,4.79,71.11,0.0349,0.034,81,0.6771,10.1,6.94,73,1808,0.9950221238938053,1852.5,-0.016402405686167354,-0.1573770491803279,74.20500000000001,2024-05-01,2024
2024-06-03,P003,HAI_SKU_03,Haircare,2222,2222,2209,41,44.02,20.59,957.682,97233.57,45937.07,6751.82,44544.67,0.4581,9,6.79,82.89,0.0,0.0188,99,0.6571,36.3,7.49,74,1808,1.2217920353982301,1912.0,0.3552147239263803,0.12075088787417565,74.97,2024-06-01,2024
2024-06-10,P003,HAI_SKU_03,Haircare,1639,1639,1482,51,42.47,20.53,706.409,62943.49,33796.54,8028.24,21118.71,0.3355,7,4.64,56.59,0.0,0.0346,50,0.7484,28.7,6.79,75,1808,0.8196902654867256,1755.5,-0.15699658703071673,-0.29696394686907024,67.56750000000001,2024-06-01,2024
2024-06-17,P003,HAI_SKU_03,Haircare,2052,2029,1874,37,44.93,23.19,884.412,84195.04,47771.29,9156.92,27266.82,0.3239,7,8.81,82.77,0.0109,0.0198,65,0.7135,30.2,6.32,76,1808,1.0365044247787611,1841.0,0.2394179894179893,0.2232375979112271,73.34,2024-06-01,2024
2024-06-24,P003,HAI_SKU_03,Haircare,2096,2022,1718,16,43.28,20.63,903.376,74359.24,43411.03,5191.97,25756.23,0.3464,5,3.89,70.56,0.035,0.0094,91,0.6526,22.1,5.7,77,1808,0.9502212389380531,1820.75,-0.1070686070686071,-0.04502501389660918,73.2025,2024-06-01,2024
2024-07-01,P003,HAI_SKU_03,Haircare,1848,1785,1602,26,43.71,21.33,796.488,70019.5,39577.95,4806.2,25635.35,0.3661,6,4.97,64.54,0.0337,0.0167,107,0.719,19.4,7.36,78,1808,0.8860619469026548,1669.0,0.23420647149460705,-0.2747849705749208,68.61500000000001,2024-07-01,2024
2024-07-08,P003,HAI_SKU_03,Haircare,2083,2033,1731,61,47.9,22.98,897.773,82922.23,48040.44,9403.67,25478.12,0.3073,6,4.18,70.79,0.0239,0.0357,126,0.7041,22.3,6.4,79,1808,0.9574115044247787,1731.25,0.0983502538071066,0.16801619433198378,72.16499999999999,2024-07-01,2024
2024-07-15,P003,HAI_SKU_03,Haircare,1482,1482,1294,32,43.79,21.84,638.742,56661.99,32497.6,6492.05,17672.34,0.3119,4,6.87,55.43,0.0,0.0251,83,0.6404,35.0,6.43,80,1808,0.7157079646017699,1586.25,-0.15369522563767168,-0.30949839914621136,65.33,2024-07-01,2024
2024-07-22,P003,HAI_SKU_03,Haircare,1582,1559,1365,34,42.67,22.57,681.842,58249.52,35841.35,3855.63,18552.55,0.3185,6,1.41,49.15,0.0143,0.0256,107,0.692,45.8,6.69,81,1808,0.7549778761061947,1498.0,-0.05862068965517242,-0.20547147846332947,59.977500000000006,2024-07-01,2024
2024-07-29,P003,HAI_SKU_03,Haircare,1601,1576,1553,38,42.2,21.37,690.031,65533.53,34352.45,5215.74,25965.34,0.3962,10,4.24,54.53,0.015,0.0248,90,0.6418,25.2,8.31,82,1808,0.8589601769911505,1485.75,0.19461538461538463,-0.030586766541822685,57.474999999999994,2024-07-01,2024
2024-08-05,P003,HAI_SKU_03,Haircare,1669,1650,1474,46,46.33,21.45,719.339,68291.69,35940.85,7853.64,24497.2,0.3587,4,4.38,57.12,0.0108,0.0318,47,0.8004,46.9,7.07,83,1808,0.8152654867256637,1421.5,0.07200000000000006,-0.14846909300982092,54.0575,2024-08-01,2024
2024-08-12,P003,HAI_SKU_03,Haircare,2016,1940,1664,43,44.29,20.66,868.896,73702.63,41823.99,4944.37,26934.26,0.3654,2,2.78,65.41,0.0372,0.0259,63,0.6996,27.4,6.87,84,1808,0.9203539823008849,1514.0,0.07911802853437089,0.285935085007728,56.552499999999995,2024-08-01,2024
2024-08-19,P003,HAI_SKU_03,Haircare,1880,1838,1704,26,47.78,21.35,810.28,81423.22,40302.38,6691.89,34428.95,0.4228,9,8.31,74.33,0.0221,0.0153,111,0.6743,34.6,7.08,85,1808,0.9424778761061947,1598.75,0.08396946564885499,0.24835164835164836,62.8475,2024-08-01,2024
2024-08-26,P003,HAI_SKU_03,Haircare,2258,2258,1993,43,44.54,21.39,973.198,88760.39,48495.98,10912.35,29352.05,0.3307,7,4.52,77.65,0.0,0.0218,93,0.5682,28.1,7.33,86,1808,1.1023230088495575,1708.75,0.26219126029132367,0.28332260141661303,68.6275,2024-08-01,2024
2024-09-02,P003,HAI_SKU_03,Haircare,2092,2075,2019,64,47.95,22.18,901.652,96801.12,46575.0,10365.38,39860.74,0.4118,1,6.17,76.25,0.008,0.0319,137,0.6667,26.0,8.18,87,1808,1.1167035398230087,1845.0,0.004977600796416182,0.369742198100407,73.41,2024-09-01,2024
2024-09-09,P003,HAI_SKU_03,Haircare,1732,1646,1577,9,42.97,22.53,746.492,67766.36,39171.19,6476.91,22118.26,0.3264,10,3.89,58.3,0.0491,0.0059,50,0.7606,19.9,5.85,88,1808,0.8722345132743363,1823.25,0.03613666228646517,-0.052283653846153855,71.6325,2024-09-01,2024
2024-09-16,P003,HAI_SKU_03,Haircare,1843,1779,1647,16,44.69,20.78,794.333,73600.11,38455.86,5241.22,29903.03,0.4063,6,6.1,67.01,0.0342,0.0099,33,0.7509,39.0,6.13,89,1808,0.9109513274336283,1809.0,0.05780346820809257,-0.033450704225352124,69.80250000000001,2024-09-01,2024
2024-09-23,P003,HAI_SKU_03,Haircare,2160,2140,2005,55,48.17,22.04,930.96,96584.72,47789.04,7639.05,41156.63,0.4261,9,5.95,78.11,0.0092,0.0276,118,0.679,20.7,7.54,90,1808,1.1089601769911503,1812.0,0.5700861393891934,0.006021073758153639,69.91749999999999,2024-09-01,2024
2024-09-30,P003,HAI_SKU_03,Haircare,1829,1803,1759,36,47.33,20.94,788.299,83252.04,38462.25,7170.51,37619.28,0.4519,9,0.22,54.79,0.0138,0.021,52,0.6913,33.8,8.85,91,1808,0.9728982300884956,1747.0,0.01971014492753631,-0.12877662209014362,64.5525,2024-09-01,2024
2024-10-07,P003,HAI_SKU_03,Haircare,1891,1891,1842,71,48.03,22.45,815.021,88462.08,42607.87,10683.01,35171.2,0.3976,4,6.26,69.17,0.0,0.0389,95,0.6635,34.4,7.48,92,1808,1.0188053097345133,1813.25,0.4401876465989054,0.16804058338617622,67.27000000000001,2024-10-01,2024
2024-10-14,P003,HAI_SKU_03,Haircare,2139,2108,1980,41,45.64,20.97,921.909,90373.15,45042.32,9236.19,36094.64,0.3994,3,7.58,82.21,0.014,0.0208,113,0.7074,27.0,9.45,93,1808,1.095132743362832,1896.5,0.07843137254901955,0.20218579234972678,71.07000000000001,2024-10-01,2024
2024-10-21,P003,HAI_SKU_03,Haircare,1781,1742,1684,20,44.63,21.21,767.611,75153.54,37925.66,7194.07,30033.8,0.3996,12,2.18,56.68,0.0214,0.0123,68,0.5761,30.3,5.33,94,1808,0.9314159292035398,1816.25,-0.1655104063429138,-0.1600997506234414,65.7125,2024-10-01,2024
2024-10-28,P003,HAI_SKU_03,Haircare,2217,2201,2181,95,43.3,21.79,955.527,94442.74,48491.79,8059.24,37891.71,0.4012,6,5.72,79.52,0.007,0.0439,53,0.7226,21.4,6.65,95,1808,1.2063053097345133,1921.75,0.8343145500420521,0.2399090392268335,71.89500000000001,2024-10-01,2024
2024-11-04,P003,HAI_SKU_03,Haircare,2321,2298,1993,28,47.31,21.17,1000.351,94280.38,49331.63,7997.16,36951.59,0.3919,7,5.24,81.83,0.0099,0.0142,44,0.8302,12.9,5.53,96,1808,1.1023230088495575,1959.5,0.008093070308548223,0.08197611292073836,75.06,2024-11-01,2024
2024-11-11,P003,HAI_SKU_03,Haircare,2057,2039,1959,44,46.36,21.23,886.567,90823.95,43851.58,9051.43,37920.94,0.4175,6,4.36,70.36,0.0083,0.0228,92,0.761,49.5,7.1,97,1808,1.0835176991150441,1954.25,0.09625069949636256,-0.010606060606060619,72.0975,2024-11-01,2024
2024-11-18,P003,HAI_SKU_03,Haircare,1783,1748,1640,37,44.01,22.82,768.473,72169.07,40836.55,6933.53,24398.98,0.3381,2,6.75,66.4,0.0195,0.023,83,0.6937,34.7,6.54,98,1808,0.9070796460176991,1943.25,-0.0639269406392694,-0.026128266033254133,74.5275,2024-11-01,2024
2024-11-25,P003,HAI_SKU_03,Haircare,2305,2294,2143,32,47.54,22.25,993.455,101882.53,51481.28,12007.37,38393.88,0.3768,8,5.39,81.71,0.0047,0.015,123,0.7856,25.2,6.51,99,1808,1.185287610619469,1933.75,0.03777239709443103,-0.017423200366804226,75.075,2024-11-01,2024
2024-12-02,P003,HAI_SKU_03,Haircare,2548,2519,2417,44,45.81,20.55,1098.188,110715.89,52574.12,8563.65,49578.12,0.4478,2,3.17,83.74,0.0114,0.0186,116,0.6767,26.3,7.77,100,1808,1.3368362831858407,2039.75,0.3207650273224043,0.2127446061214251,75.55250000000001,2024-12-01,2024
2024-12-09,P003,HAI_SKU_03,Haircare,2522,2421,2368,49,47.76,21.52,1086.982,113100.65,54489.29,12722.74,45888.61,0.4057,6,1.18,77.78,0.0397,0.0208,66,0.6484,32.0,7.58,101,1808,1.3097345132743363,2142.0,-0.004205214465937801,0.20877998979070944,77.4075,2024-12-01,2024
2024-12-16,P003,HAI_SKU_03,Haircare,2182,2178,2072,29,46.61,20.61,940.442,96577.49,45165.41,7946.67,43465.41,0.4501,9,3.18,71.72,0.0017,0.0141,76,0.7811,40.6,7.14,102,1808,1.1460176991150441,2250.0,0.15496098104793754,0.2634146341463415,78.7375,2024-12-01,2024
2024-12-23,P003,HAI_SKU_03,Haircare,2120,2083,2056,27,46.73,21.54,913.72,96070.84,45838.13,9393.74,40838.98,0.4251,8,7.71,81.89,0.017,0.0132,95,0.6343,19.9,7.87,103,1808,1.1371681415929205,2228.25,-0.028814359943316048,-0.04059729351376573,78.7825,2024-12-01,2024
2024-12-30,P003,HAI_SKU_03,Haircare,2076,2037,1836,34,45.59,22.91,894.756,83698.79,47734.69,5573.99,30390.11,0.3631,5,2.46,66.66,0.0185,0.0186,102,0.6472,51.6,6.54,104,1808,1.0154867256637168,2083.0,0.18222794591113978,-0.2403806371534961,74.5125,2024-12-01,2024
2023-01-02,P004,MAK_SKU_04,Makeup,701,695,642,12,15.32,9.81,76.409,9835.7,6891.75,1485.69,1458.26,0.1483,10,7.88,27.26,0.0077,0.0189,29,0.769,28.2,7.49,0,722,0.889196675900277,642.0,,,27.26,2023-01-01,2023
2023-01-09,P004,MAK_SKU_04,Makeup,686,668,664,12,14.57,10.05,74.774,9672.24,6907.9,1575.37,1188.96,0.1229,4,6.58,25.39,0.0262,0.0182,22,0.6673,41.2,7.26,1,722,0.9196675900277008,653.0,,,26.325000000000003,2023-01-01,2023
2023-01-16,P004,MAK_SKU_04,Makeup,734,732,676,12,16.38,9.15,80.006,11069.65,6730.58,1407.39,2931.68,0.2648,8,6.99,27.59,0.0027,0.018,26,0.6597,29.1,6.62,2,722,0.9362880886426593,660.6666666666666,,,26.74666666666667,2023-01-01,2023
2023-01-23,P004,MAK_SKU_04,Makeup,591,562,487,11,16.25,9.24,64.419,7913.79,5472.58,921.76,1519.45,0.192,7,5.39,20.95,0.048,0.0238,10,0.6789,14.7,7.14,3,722,0.6745152354570637,617.25,,,25.2975,2023-01-01,2023
2023-01-30,P004,MAK_SKU_04,Makeup,744,726,676,13,16.58,10.12,81.096,11206.32,7546.21,1442.66,2217.45,0.1979,4,1.51,23.19,0.0238,0.0206,51,0.6,30.8,6.63,4,722,0.9362880886426593,625.75,,0.052959501557632294,24.28,2023-01-01,2023
2023-02-06,P004,MAK_SKU_04,Makeup,743,731,722,20,15.84,10.17,80.987,11437.98,7568.96,1385.97,2483.04,0.2171,8,0.98,22.78,0.0152,0.0286,33,0.6505,46.0,8.84,5,722,1.0,640.25,,0.08734939759036142,23.627499999999998,2023-02-01,2023
2023-02-13,P004,MAK_SKU_04,Makeup,577,555,522,11,15.8,9.9,62.893,8248.72,5726.1,1456.57,1066.05,0.1292,5,3.7,19.3,0.0371,0.0218,35,0.7261,30.4,6.81,6,722,0.7229916897506925,601.75,,-0.22781065088757402,21.555,2023-02-01,2023
2023-02-20,P004,MAK_SKU_04,Makeup,774,762,753,12,14.72,9.21,84.366,11083.4,7144.38,1154.43,2784.59,0.2512,8,5.84,27.88,0.0151,0.0169,17,0.6689,26.4,6.72,7,722,1.0429362880886426,668.25,,0.5462012320328542,23.2875,2023-02-01,2023
2023-02-27,P004,MAK_SKU_04,Makeup,630,614,523,11,16.32,9.56,68.67,8535.63,6037.59,1348.31,1149.73,0.1347,8,5.77,22.64,0.0247,0.0218,16,0.574,20.2,7.9,8,722,0.724376731301939,630.0,,-0.22633136094674555,23.150000000000002,2023-02-01,2023
2023-03-06,P004,MAK_SKU_04,Makeup,673,673,654,10,15.99,10.23,73.357,10460.6,6899.58,1201.81,2359.22,0.2255,7,5.11,23.62,0.0,0.0154,30,0.713,36.9,6.32,9,722,0.9058171745152355,613.0,,-0.09418282548476453,23.36,2023-03-01,2023
2023-03-13,P004,MAK_SKU_04,Makeup,747,739,692,19,16.08,10.19,81.423,11125.07,7625.46,1307.78,2191.83,0.197,8,1.86,23.53,0.0103,0.028,50,0.8738,25.9,6.88,10,722,0.9584487534626038,655.5,,0.32567049808429127,24.4175,2023-03-01,2023
2023-03-20,P004,MAK_SKU_04,Makeup,672,661,640,8,14.61,10.33,73.248,9348.27,6953.2,1432.78,962.29,0.1029,8,4.29,22.92,0.0163,0.014,13,0.7051,49.1,7.31,11,722,0.8864265927977839,627.25,,-0.15006640106241698,23.177500000000002,2023-03-01,2023
2023-03-27,P004,MAK_SKU_04,Makeup,813,801,738,14,16.76,9.49,88.617,12365.24,7730.66,1460.52,3174.06,0.2567,10,6.18,29.65,0.0147,0.02,45,0.685,26.0,8.34,12,722,1.0221606648199446,681.0,,0.41108986615678766,24.93,2023-03-01,2023
2023-04-03,P004,MAK_SKU_04,Makeup,727,708,608,11,15.08,10.24,79.243,9167.65,7457.89,1015.86,693.9,0.0757,2,3.49,24.14,0.0253,0.0191,38,0.7546,20.4,6.17,13,722,0.8421052631578947,669.5,,-0.07033639143730885,25.06,2023-04-01,2023
2023-04-10,P004,MAK_SKU_04,Makeup,613,590,532,8,14.71,10.07,66.817,7823.81,6187.93,898.09,737.79,0.0943,4,0.79,18.68,0.0363,0.0152,31,0.6018,23.3,6.61,14,722,0.7368421052631579,629.5,,-0.23121387283236994,23.8475,2023-04-01,2023
2023-04-17,P004,MAK_SKU_04,Makeup,800,786,718,32,15.55,9.64,87.2,11161.51,7725.62,1394.98,2040.91,0.1829,10,5.45,28.42,0.017,0.045,38,0.8075,31.8,7.37,15,722,0.9944598337950139,649.0,,0.12187499999999996,25.2225,2023-04-01,2023
2023-04-24,P004,MAK_SKU_04,Makeup,694,680,607,9,15.52,9.83,75.646,9419.6,6838.4,1167.44,1413.75,0.1501,5,8.49,27.64,0.0193,0.0155,28,0.7092,24.0,6.42,16,722,0.8407202216066482,616.25,,-0.1775067750677507,24.720000000000002,2023-04-01,2023
2023-05-01,P004,MAK_SKU_04,Makeup,813,787,719,10,16.25,9.47,88.617,11682.0,7717.73,1743.83,2220.44,0.1901,6,5.51,28.94,0.0319,0.0143,25,0.6999,43.4,6.26,17,722,0.9958448753462604,644.0,,0.1825657894736843,25.92,2023-05-01,2023
2023-05-08,P004,MAK_SKU_04,Makeup,712,701,649,5,16.58,9.68,77.608,10761.4,6910.42,1135.31,2715.67,0.2524,14,4.6,24.55,0.0147,0.0079,41,0.7522,13.5,8.16,18,722,0.8988919667590027,673.25,,0.2199248120300752,27.3875,2023-05-01,2023
2023-05-15,P004,MAK_SKU_04,Makeup,784,769,668,10,16.72,9.71,85.456,11166.4,7627.13,1454.62,2084.65,0.1867,10,6.84,29.3,0.0181,0.0159,36,0.6857,15.1,8.51,19,722,0.925207756232687,660.75,,-0.0696378830083565,27.6075,2023-05-01,2023
