Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount,Month,Quarter,Year,Weekly_Target,Target_Achieved,Rolling_4w_Sales,Rolling_13w_Sales,WoW_pct_Sales_Units,WoW_pct_Revenue,WoW_pct_Lead_Time_days,WoW_pct_Efficiency_u_per_h
2024-10-14,145,P003,MAK_SKU_03,Makeup,North,Retail,None,582,560,512,12,26.01,14.63,290.42,8543.7,2743.01,646.29,816.61,13317.12,567.51,0.0426,7,9.43,27.97,0.0364,0.0252,2619,0,18,0.6794,38.0,6.48,False,0.0,2024-10-01,2024-10-01,2024,610,0.839344262293706,603.5,567.4615384615385,-0.1551155115511551,-0.22648906918146927,0.75,0.11212723658051682
2024-10-21,146,P003,MAK_SKU_03,Makeup,East,Retail,None,816,793,641,14,28.54,14.8,326.4,12109.44,2055.34,722.4,577.61,18294.14,2829.35,0.1547,4,7.27,35.52,0.0276,0.0227,4593,0,53,0.7021,38.8,6.8,False,0.0,2024-10-01,2024-10-01,2024,610,1.050819672129425,598.0,569.0,0.251953125,0.37373095684352164,-0.4285714285714286,0.2699320700750807
2024-10-28,147,P003,MAK_SKU_03,Makeup,North,Wholesale,None,597,560,445,4,29.24,14.15,229.84,8470.53,2345.49,530.19,1113.95,13011.8,551.64,0.0424,1,3.53,22.35,0.0607,0.0096,3140,0,31,0.611,28.7,6.67,False,0.0,2024-10-01,2024-10-01,2024,610,0.7295081967201156,551.0,565.6923076923077,-0.30577223088923555,-0.28874492050459877,-0.75,-0.3707770270270271
2024-11-04,148,P003,MAK_SKU_03,Makeup,East,E-commerce,None,826,807,646,5,27.32,14.59,356.83,12087.02,2188.96,454.03,451.31,17648.72,2467.4,0.1398,4,8.17,37.42,0.0225,0.0086,2258,0,30,0.707,37.9,5.21,False,0.0,2024-11-01,2024-10-01,2024,610,1.059016393440887,561.0,564.8461538461538,0.45168539325842705,0.3563626861771625,3.0,0.6742729306487696
2024-11-11,149,P003,MAK_SKU_03,Makeup,West,E-commerce,None,650,613,578,9,26.35,13.88,296.4,9051.64,1484.23,600.21,1173.68,15230.3,2920.54,0.1918,10,11.08,33.93,0.056,0.0167,2169,0,40,0.6998,24.6,5.9,False,0.0,2024-11-01,2024-10-01,2024,610,0.947540983605004,577.5,567.3846153846154,-0.10526315789473684,-0.13703090082453584,1.5,-0.09326563335114912
2024-11-18,150,P003,MAK_SKU_03,Makeup,East,Retail,None,764,753,743,8,27.42,14.61,284.97,11190.54,938.01,808.99,1066.36,20373.06,6369.16,0.3126,6,4.99,30.25,0.0139,0.0111,2828,0,36,0.7632,21.4,7.36,False,0.0,2024-11-01,2024-10-01,2024,610,1.2180327868832492,603.0,588.4615384615385,0.2854671280276817,0.3376663624485403,-0.4,-0.10845859121721191
2024-11-25,151,P003,MAK_SKU_03,Makeup,Central,Retail,None,773,771,634,15,27.02,14.29,310.75,11077.24,3111.12,819.47,893.01,17130.68,1229.84,0.0718,5,8.66,35.82,0.0023,0.0243,3359,0,36,0.7573,61.5,7.62,False,0.0,2024-11-01,2024-10-01,2024,610,1.0393442622933782,650.25,594.0,-0.14670255720053837,-0.15915036818229567,-0.16666666666666663,0.1841322314049587
2024-12-02,152,P003,MAK_SKU_03,Makeup,North,E-commerce,HolidayPush,889,841,780,15,26.28,14.51,376.94,12937.08,2903.95,575.91,762.27,20498.4,3319.19,0.1619,4,4.37,34.36,0.0538,0.0197,1571,0,54,0.6851,34.1,6.1,False,0.0,2024-12-01,2024-10-01,2024,610,1.2786885245880677,683.75,618.2307692307693,0.2302839116719242,0.19658997774752662,-0.19999999999999996,-0.04075935231714134
2024-12-09,153,P003,MAK_SKU_03,Makeup,West,E-commerce,None,779,761,680,3,24.26,14.03,296.8,10959.05,3765.49,783.74,949.24,16496.8,39.28,0.0024,9,13.53,46.61,0.0225,0.0046,3226,0,39,0.7291,47.8,6.78,True,0.07,2024-12-01,2024-10-01,2024,610,1.1147540983588282,709.25,627.3846153846154,-0.1282051282051282,-0.1952152363111268,1.25,0.35651920838183937
2024-12-16,154,P003,MAK_SKU_03,Makeup,East,Retail,None,799,783,757,21,28.58,15.13,366.74,12125.54,3940.62,973.42,496.77,21635.06,4098.71,0.1894,10,1.99,28.28,0.0191,0.028,4122,0,40,0.7815,13.8,7.95,False,0.0,2024-12-01,2024-10-01,2024,610,1.2409836065553426,712.75,639.8461538461538,0.1132352941176471,0.31147010329276004,0.11111111111111116,-0.3932632482299935
2024-12-23,155,P003,MAK_SKU_03,Makeup,Central,E-commerce,HolidayPush,612,612,524,11,27.02,14.9,269.89,9145.79,886.7,466.36,430.72,14158.48,3228.91,0.2281,6,8.98,28.78,0.0,0.0219,3680,0,27,0.666,14.1,6.89,False,0.0,2024-12-01,2024-10-01,2024,610,0.8590163934412147,685.25,629.1538461538462,-0.30779392338177014,-0.3455770402300711,-0.4,0.01768033946251757
2024-12-30,156,P003,MAK_SKU_03,Makeup,South,Wholesale,None,783,776,706,11,26.53,13.93,400.11,10947.2,3523.56,1165.08,914.1,18730.18,2180.24,0.1164,8,12.37,43.81,0.0082,0.0159,3289,0,27,0.7098,27.1,7.37,False,0.0,2024-12-01,2024-10-01,2024,610,1.1573770491784305,666.75,634.7692307692307,0.34732824427480913,0.3228948305185304,0.33333333333333326,0.5222376650451703
2022-01-03,0,P004,MAK_SKU_04,Makeup,Central,Wholesale,None,1678,1611,1453,20,9.82,18.04,902.76,30361.4,470.63,438.36,260.65,14268.46,-17262.58,-1.2098,13,12.3,93.53,0.0399,0.0138,5140,0,116,0.7022,30.6,7.52,False,0.0,2022-01-01,2022-01-01,2022,1599,0.9086929330826087,1453.0,1453.0,,,,
2022-01-10,1,P004,MAK_SKU_04,Makeup,Central,E-commerce,None,1828,1763,1555,32,8.94,18.08,833.57,33133.6,909.05,319.93,756.5,13901.7,-21217.38,-1.5262,7,7.58,80.69,0.0355,0.0212,3939,0,122,0.7872,37.6,6.36,False,0.0,2022-01-01,2022-01-01,2022,1599,0.9724828017504863,1504.0,1504.0,0.07019958706125262,-0.025704245587820806,-0.46153846153846156,-0.13728215545814182
2022-01-17,2,P004,MAK_SKU_04,Makeup,South,Retail,None,1791,1773,2189,34,6.0,17.78,857.89,31929.77,1318.12,904.11,802.24,13134.0,-21820.24,-1.6614,9,11.7,96.63,0.0098,0.0155,772,207,164,0.7728,26.1,6.47,True,0.35,2022-01-01,2022-01-01,2022,1599,1.3689806128821957,1732.3333333333333,1732.3333333333333,0.40771704180064305,-0.055223461878763036,0.2857142857142858,0.19754616433263106
2022-01-24,3,P004,MAK_SKU_04,Makeup,West,Retail,None,2103,2070,2012,11,7.9,15.82,1104.08,33379.87,2648.58,345.1,764.23,15894.8,-21242.98,-1.3365,8,8.73,97.76,0.0152,0.0058,2961,0,150,0.8227,38.2,7.02,True,0.13,2022-01-01,2022-01-01,2022,1599,1.2582864290173494,1802.25,1802.25,-0.08085883965280949,0.21020252779046733,-0.11111111111111116,0.01169409086205131
2022-01-31,4,P004,MAK_SKU_04,Makeup,Central,E-commerce,HolidayPush,1765,1704,1361,32,9.6,17.55,901.91,31065.94,720.53,920.39,274.28,13065.6,-19915.54,-1.5243,1,6.84,75.41,0.0343,0.0238,2374,0,56,0.7834,25.8,7.38,False,0.0,2022-01-01,2022-01-01,2022,1599,0.8511569731076604,1779.25,1714.0,-0.32355864811133206,-0.1779953192238971,-0.875,-0.22862111292962362
2022-02-07,5,P004,MAK_SKU_04,Makeup,North,Retail,None,1732,1723,1438,9,8.4,15.95,763.81,27701.78,5746.85,732.4,972.02,12079.2,-23073.85,-1.9102,6,5.39,69.71,0.0051,0.0064,2636,0,93,0.7963,27.9,6.83,True,0.08,2022-02-01,2022-01-01,2022,1599,0.8993120700432149,1750.0,1668.0,0.0565760470242469,-0.0754959588537839,5.0,-0.07558679220262565
2022-02-14,6,P004,MAK_SKU_04,Makeup,South,Retail,HolidayPush,1708,1642,1371,14,9.05,16.96,819.84,29049.66,3589.26,527.6,501.04,12407.55,-21260.01,-1.7135,3,3.88,64.8,0.0383,0.0106,2371,0,84,0.7233,15.7,7.97,False,0.0,2022-02-01,2022-01-01,2022,1599,0.8574108818005894,1545.5,1625.5714285714287,-0.04659248956884565,0.027183091595469833,-0.5,-0.07043465786831149
2022-02-21,7,P004,MAK_SKU_04,Makeup,East,E-commerce,None,1873,1823,1660,74,9.33,17.53,925.26,32926.22,370.12,1116.98,465.61,15487.8,-19391.13,-1.252,7,7.64,82.87,0.0263,0.0446,3681,0,94,0.7482,17.2,5.98,False,0.0,2022-02-01,2022-01-01,2022,1599,1.0381488430262427,1457.5,1629.875,0.21079504011670314,0.24825610213136362,1.3333333333333335,0.2788580246913581
2022-02-28,8,P004,MAK_SKU_04,Makeup,North,E-commerce,SummerSale,1542,1535,1699,35,7.34,16.96,828.05,26235.13,3542.17,651.2,983.05,12470.66,-18940.89,-1.5188,7,6.62,65.27,0.0041,0.0206,3534,77,147,0.8116,34.6,7.65,True,0.17,2022-02-01,2022-01-01,2022,1599,1.0625390869286664,1542.0,1637.5555555555557,0.02349397590361435,-0.19480752592363015,0.0,-0.2123808374562569
2022-03-07,9,P004,MAK_SKU_04,Makeup,Central,Retail,None,1806,1797,2055,14,6.89,17.17,893.97,31098.42,5425.54,477.26,788.29,14158.95,-23630.56,-1.6689,3,4.99,71.51,0.0049,0.0068,0,130,117,0.7572,39.8,6.17,True,0.27,2022-03-01,2022-01-01,2022,1599,1.2851782363969448,1696.25,1679.3,0.20953502060035323,0.13538096620387385,-0.5714285714285714,0.09560288034318987
2022-03-14,10,P004,MAK_SKU_04,Makeup,North,E-commerce,SummerSale,1584,1521,1534,34,6.05,16.36,842.69,25998.51,2664.25,338.81,348.66,9280.7,-20069.53,-2.1625,7,4.93,62.59,0.0391,0.0228,2361,3,98,0.626,43.8,6.81,True,0.34,2022-03-01,2022-01-01,2022,1599,0.959349593495335,1737.0,1666.090909090909,-0.2535279805352798,-0.3445347289170454,1.3333333333333335,-0.12473779890924352
2022-03-21,11,P004,MAK_SKU_04,Makeup,East,Retail,NewLaunch,1256,1256,1263,29,7.55,17.79,483.56,22392.6,630.49,303.47,1103.0,9535.65,-14893.91,-1.5619,15,6.66,53.26,0.0,0.0231,2474,3,63,0.7811,50.1,6.95,True,0.19,2022-03-01,2022-01-01,2022,1599,0.7898686679169544,1637.75,1632.5,-0.17666232073011734,0.027470988179770783,1.1428571428571428,-0.14906534590190135
2022-03-28,12,P004,MAK_SKU_04,Makeup,East,Retail,SummerSale,1953,1945,1868,35,8.8,16.64,804.64,32578.38,3217.7,1184.1,458.86,16438.4,-21000.64,-1.2775,2,5.65,79.41,0.0037,0.0188,2604,0,98,0.691,26.7,5.87,False,0.0,2022-03-01,2022-01-01,2022,1599,1.1682301438391693,1680.0,1650.6153846153845,0.47901821060965943,0.7238887752801333,-0.8666666666666667,0.4909876079609463
2022-04-04,13,P004,MAK_SKU_04,Makeup,East,Retail,None,2328,2276,2181,14,9.33,17.79,977.76,41512.9,2260.79,1044.36,723.73,20348.73,-25193.05,-1.2381,1,9.83,114.04,0.0222,0.0065,4790,0,153,0.7294,-6.5,7.57,False,0.0,2022-04-01,2022-04-01,2022,1599,1.3639774859278524,1711.5,1706.6153846153845,0.16755888650963602,0.23787777399260257,-0.5,0.4360911723964238
2022-04-11,14,P004,MAK_SKU_04,Makeup,East,Retail,None,1762,1717,1545,21,9.77,17.35,814.04,30652.1,3152.51,1000.17,488.74,15094.65,-20198.87,-1.3381,4,6.2,73.29,0.0253,0.014,4523,0,116,0.6483,25.8,7.86,False,0.0,2022-04-01,2022-04-01,2022,1599,0.9662288930575571,1714.25,1705.8461538461538,-0.29160935350756534,-0.25820186321210215,3.0,-0.35733076113644335
2022-04-18,15,P004,MAK_SKU_04,Makeup,West,E-commerce,None,1885,1794,1788,20,8.13,17.73,782.27,33499.28,579.38,793.99,323.01,14536.44,-20659.22,-1.4212,9,8.07,85.03,0.0482,0.0115,3161,0,134,0.597,10.7,7.31,True,0.18,2022-04-01,2022-04-01,2022,1599,1.118198874295736,1845.5,1675.0,0.15728155339805827,-0.0369806520853414,1.25,0.16018556419702534
2022-04-25,16,P004,MAK_SKU_04,Makeup,North,Wholesale,HolidayPush,1971,1918,1838,18,9.08,17.04,875.12,33673.35,2444.87,776.66,421.66,16689.04,-20627.5,-1.236,8,7.73,87.58,0.0266,0.01,2354,0,65,0.623,27.8,6.54,False,0.0,2022-04-01,2022-04-01,2022,1599,1.1494684177603818,1838.0,1661.6153846153845,0.027964205816554788,0.14808302445440558,-0.11111111111111116,0.029989415500411676
2022-05-02,17,P004,MAK_SKU_04,Makeup,North,E-commerce,NewLaunch,1515,1464,1212,33,8.94,17.71,692.36,26899.89,3266.92,502.05,245.06,10835.28,-20078.64,-1.8531,5,6.9,64.92,0.0336,0.0276,2388,0,84,0.7946,45.2,6.8,False,0.0,2022-05-01,2022-04-01,2022,1599,0.7579737335830157,1595.75,1650.1538461538462,-0.3405875952121872,-0.35075474682785823,-0.375,-0.2587348709751084
2022-05-09,18,P004,MAK_SKU_04,Makeup,East,Retail,None,1677,1652,1558,15,9.95,16.19,633.91,27214.02,1653.67,418.68,224.98,15502.1,-14009.25,-0.9037,8,5.93,68.98,0.0146,0.0101,4665,0,101,0.7301,22.2,6.99,False,0.0,2022-05-01,2022-04-01,2022,1599,0.974358974358365,1599.0,1659.3846153846155,0.28547854785478544,0.4307059900620933,0.6000000000000001,0.06253850893407265
2022-05-16,19,P004,MAK_SKU_04,Makeup,East,Retail,None,1824,1805,1636,32,9.86,16.1,963.07,29462.71,2603.61,432.98,558.09,16130.96,-16926.43,-1.0493,6,0.47,61.28,0.01,0.0197,3209,0,91,0.7463,63.7,4.98,False,0.0,2022-05-01,2022-04-01,2022,1599,1.0231394621632126,1561.0,1679.7692307692307,0.05006418485237485,0.04056611684868483,-0.25,-0.11162655842273128
2022-05-23,20,P004,MAK_SKU_04,Makeup,Central,Retail,None,1821,1802,1518,30,8.77,15.95,892.29,29134.18,1834.05,862.8,263.25,13312.86,-18781.42,-1.4108,3,4.76,71.47,0.01,0.0203,3144,0,87,0.6733,38.5,6.78,False,0.0,2022-05-01,2022-04-01,2022,1599,0.9493433395866483,1481.0,1668.8461538461538,-0.07212713936430315,-0.17470131969826963,-0.5,0.16628590078328975
2022-05-30,21,P004,MAK_SKU_04,Makeup,East,Retail,None,1499,1499,1336,32,9.94,15.97,617.59,24000.79,3300.36,697.37,835.42,13279.84,-15554.1,-1.1713,6,3.4,55.86,0.0,0.0246,3744,0,62,0.6656,22.1,7.85,False,0.0,2022-05-01,2022-04-01,2022,1599,0.8355222013753374,1512.0,1640.923076923077,-0.11989459815546777,-0.0024803085137228287,1.0,-0.21841332027424099
2022-06-06,22,P004,MAK_SKU_04,Makeup,South,E-commerce,None,1554,1554,1462,10,9.63,17.17,596.74,26741.85,3322.76,565.37,1134.45,14079.06,-17685.37,-1.2561,10,10.26,77.76,0.0,0.0074,3184,0,61,0.6119,42.1,6.97,False,0.0,2022-06-01,2022-04-01,2022,1599,0.914321450906245,1488.0,1595.3076923076924,0.09431137724550909,0.06018295401149398,0.6666666666666667,0.39205155746509135
2022-06-13,23,P004,MAK_SKU_04,Makeup,East,Retail,None,1748,1747,1727,0,9.65,16.89,893.23,29613.04,1905.25,392.41,494.2,16665.55,-15739.35,-0.9444,1,5.35,70.23,0.0003,0.0,3113,0,137,0.7158,23.8,7.97,False,0.0,2022-06-01,2022-04-01,2022,1599,1.0800500312688681,1510.75,1610.1538461538462,0.18125854993160062,0.18371183871650532,-0.9,-0.09683641975308643
2022-06-20,24,P004,MAK_SKU_04,Makeup,East,E-commerce,None,1620,1605,1267,4,8.76,17.65,651.24,28658.12,324.88,699.02,731.93,11098.92,-19315.03,-1.7403,3,2.6,58.62,0.0088,0.0034,4327,0,91,0.6531,25.2,8.57,False,0.0,2022-06-01,2022-04-01,2022,1599,0.7923702313941261,1448.0,1610.4615384615386,-0.26635784597568035,-0.33402017935201656,2.0,-0.16531396838957724
2022-06-27,25,P004,MAK_SKU_04,Makeup,West,E-commerce,SummerSale,1643,1612,1380,17,8.94,16.48,768.92,27153.53,3630.66,277.91,651.44,12337.2,-19376.34,-1.5706,5,5.66,66.84,0.0184,0.0128,4133,0,87,0.8153,32.0,7.31,False,0.0,2022-06-01,2022-04-01,2022,1599,0.8630393996242257,1459.0,1572.923076923077,0.08918705603788468,0.11156761198386866,0.6666666666666667,0.1402251791197544
2022-07-04,26,P004,MAK_SKU_04,Makeup,South,Wholesale,None,1571,1549,1273,29,9.08,17.01,578.13,26780.52,2358.14,921.07,288.92,11558.84,-18789.81,-1.6256,5,9.99,77.57,0.0136,0.0229,2345,0,88,0.8061,19.8,7.25,False,0.0,2022-07-01,2022-07-01,2022,1599,0.7961225766098836,1411.75,1503.076923076923,-0.077536231884058,-0.06309049054890903,0.0,0.16053261520047868
2022-07-11,27,P004,MAK_SKU_04,Makeup,Central,Retail,HolidayPush,1449,1415,1366,11,8.95,16.74,543.38,24310.6,3330.76,888.33,207.35,12225.7,-16511.34,-1.3505,6,2.83,52.86,0.0228,0.0085,2255,0,49,0.7452,18.7,6.54,False,0.0,2022-07-01,2022-07-01,2022,1599,0.854283927454125,1321.5,1489.3076923076924,0.07305577376276506,0.057692640437967846,0.19999999999999996,-0.3185509862060074
2022-07-18,28,P004,MAK_SKU_04,Makeup,East,Wholesale,None,1461,1396,1095,13,9.96,16.07,774.33,23555.7,2262.81,218.24,1052.61,10906.2,-16183.16,-1.4838,1,4.98,57.83,0.0439,0.0125,3877,0,47,0.7588,21.9,7.28,False,0.0,2022-07-01,2022-07-01,2022,1599,0.6848030018757444,1278.5,1436.0,-0.198389458272328,-0.10792838037903763,-0.8333333333333334,0.09402194475974279
2022-07-25,29,P004,MAK_SKU_04,Makeup,Central,E-commerce,None,1679,1644,1541,28,9.55,16.36,738.76,27542.32,2590.76,610.01,871.11,14716.55,-16897.65,-1.1482,9,9.71,81.78,0.0203,0.0187,2166,0,94,0.7042,10.0,6.66,False,0.0,2022-07-01,2022-07-01,2022,1599,0.9637273295803854,1318.75,1413.1538461538462,0.4073059360730593,0.3493746676202525,8.0,0.41414490748746324
2022-08-01,30,P004,MAK_SKU_04,Makeup,East,E-commerce,None,1703,1639,1866,44,6.6,18.07,751.02,30848.31,1460.99,406.18,723.73,12315.6,-21123.61,-1.7152,11,4.8,66.94,0.0375,0.0236,2870,123,105,0.7002,14.9,5.83,True,0.25,2022-08-01,2022-07-01,2022,1599,1.1669793621005835,1467.0,1463.4615384615386,0.21090201168072675,-0.16314625370756042,0.22222222222222232,-0.18146246025923207
2022-08-08,31,P004,MAK_SKU_04,Makeup,West,E-commerce,None,1145,1145,1071,15,9.54,17.94,542.73,20595.57,754.09,305.19,944.32,10217.34,-12381.83,-1.2118,10,1.59,39.96,0.0,0.0147,2513,0,63,0.6935,20.3,6.6,False,0.0,2022-08-01,2022-07-01,2022,1599,0.6697936210127143,1393.25,1426.0,-0.4260450160771704,-0.1703741596024554,-0.09090909090909094,-0.4030475052285628
2022-08-15,32,P004,MAK_SKU_04,Makeup,East,Retail,None,1749,1724,1366,19,9.88,15.93,806.29,27942.2,1632.22,844.8,993.69,13496.08,-17916.83,-1.3276,3,5.75,71.41,0.0138,0.014,4440,0,115,0.6641,11.5,7.97,False,0.0,2022-08-01,2022-07-01,2022,1599,0.854283927454125,1461.0,1405.2307692307693,0.2754435107376283,0.32089956877230263,-0.7,0.787037037037037
2022-08-22,33,P004,MAK_SKU_04,Makeup,Central,E-commerce,None,1590,1547,1457,18,9.34,16.16,597.84,25754.18,3774.69,596.75,579.05,13608.38,-17096.29,-1.2563,12,8.75,73.99,0.0268,0.013,3236,0,49,0.8497,35.0,6.27,False,0.0,2022-08-01,2022-07-01,2022,1599,0.9111944965597804,1440.0,1400.5384615384614,0.06661786237188871,0.008320934671400826,3.0,0.03612939364234702
2022-08-29,34,P004,MAK_SKU_04,Makeup,Central,Retail,None,1514,1468,1442,38,6.17,17.3,694.93,26261.69,3453.82,397.66,246.65,8897.14,-21462.68,-2.4123,7,9.78,74.0,0.0299,0.0267,3068,0,65,0.7096,25.1,5.96,True,0.3,2022-08-01,2022-07-01,2022,1599,0.9018136335203866,1334.0,1408.6923076923076,-0.010295126973232649,-0.3462013847349942,-0.41666666666666663,0.0001351533991080789
2022-09-05,35,P004,MAK_SKU_04,Makeup,South,Retail,None,1534,1481,1219,9,9.16,18.12,802.28,27876.31,888.53,780.78,1043.0,11166.04,-19422.58,-1.7394,6,9.22,72.98,0.0341,0.0082,3900,0,67,0.5526,7.2,6.58,False,0.0,2022-09-01,2022-07-01,2022,1599,0.7623514696680661,1371.0,1390.0,-0.1546463245492372,0.2550145327599658,-0.1428571428571429,-0.013783783783783754
2022-09-12,36,P004,MAK_SKU_04,Makeup,North,Retail,SummerSale,1530,1529,1375,23,9.39,18.06,711.45,27702.94,1863.6,564.88,401.66,12911.25,-17621.83,-1.3648,2,10.66,78.15,0.0002,0.017,2226,0,107,0.6485,45.2,6.81,False,0.0,2022-09-01,2022-07-01,2022,1599,0.8599124452777611,1373.25,1362.923076923077,0.12797374897456937,0.1562962339379046,-0.6666666666666667,0.0708413263907921
2022-09-19,37,P004,MAK_SKU_04,Makeup,Central,E-commerce,NewLaunch,1318,1290,1202,26,9.83,16.18,669.54,21392.19,1155.77,572.52,889.45,11815.66,-12194.27,-1.032,5,14.74,85.06,0.021,0.0217,3754,0,42,0.7365,8.5,6.53,False,0.0,2022-09-01,2022-07-01,2022,1599,0.7517198248900865,1309.5,1357.923076923077,-0.12581818181818183,-0.08485545551360252,1.5,0.08841970569417779
2022-09-26,38,P004,MAK_SKU_04,Makeup,East,Retail,None,1508,1508,1254,0,8.85,17.14,702.73,25917.39,2543.29,262.14,650.33,11097.9,-18275.25,-1.6467,11,3.79,57.01,0.0,0.0,4052,0,69,0.6534,14.9,6.12,False,0.0,2022-09-01,2022-07-01,2022,1599,0.7842401500933182,1262.5,1348.2307692307693,0.043261231281197965,-0.060746500830254124,1.2000000000000002,-0.32976722313660944
2022-10-03,39,P004,MAK_SKU_04,Makeup,North,Retail,None,1297,1276,1086,37,9.09,17.88,600.51,23250.41,3802.29,204.53,583.94,9871.74,-17969.43,-1.8203,5,4.11,49.65,0.0156,0.0347,4225,0,75,0.5843,8.2,7.21,False,0.0,2022-10-01,2022-10-01,2022,1599,0.6791744840521081,1229.25,1333.8461538461538,-0.13397129186602874,-0.11048576757764983,-0.5454545454545454,-0.12910015786704088
2022-10-10,40,P004,MAK_SKU_04,Makeup,South,Retail,None,1298,1280,1247,5,8.98,15.96,616.55,20777.74,782.41,567.75,624.94,11198.06,-11554.78,-1.0319,10,5.38,52.21,0.0132,0.0047,2481,0,82,0.6773,40.7,6.18,False,0.0,2022-10-01,2022-10-01,2022,1599,0.7798624140082677,1197.25,1324.6923076923076,0.14825046040515644,0.13435524031224477,1.0,0.051560926485397784
2022-10-17,41,P004,MAK_SKU_04,Makeup,South,E-commerce,None,1400,1355,1240,16,9.17,16.58,687.4,23280.74,3501.42,258.83,400.62,11370.8,-16070.81,-1.4133,3,5.14,55.78,0.032,0.0133,3748,0,41,0.8092,32.1,5.46,False,0.0,2022-10-01,2022-10-01,2022,1599,0.7754846779232173,1206.75,1335.8461538461538,-0.005613472333600655,0.015425886269585964,-0.7,0.06837770542041754
2022-10-24,42,P004,MAK_SKU_04,Makeup,Central,Wholesale,None,1489,1489,1469,16,9.64,17.87,576.24,26666.05,2417.66,748.83,539.34,14161.16,-16210.72,-1.1447,12,8.23,67.66,0.0,0.0114,4231,0,106,0.604,14.2,7.18,False,0.0,2022-10-01,2022-10-01,2022,1599,0.9186991869912954,1260.5,1330.3076923076924,0.1846774193548386,0.24539698174270952,3.0,0.2129795625672284
2022-10-31,43,P004,MAK_SKU_04,Makeup,West,Retail,None,1541,1512,1479,12,9.74,16.12,710.4,24911.96,1023.42,375.83,219.15,14405.46,-12124.9,-0.8417,7,1.16,52.99,0.0187,0.0084,2872,0,63,0.6386,27.9,6.35,False,0.0,2022-10-01,2022-10-01,2022,1599,0.9249530956842246,1358.75,1300.5384615384614,0.006807351940095296,0.017251411607523526,-0.41666666666666663,-0.21681939107301207
2022-11-07,44,P004,MAK_SKU_04,Makeup,South,E-commerce,None,1601,1565,1793,30,6.17,17.86,609.98,28654.86,2253.23,682.01,998.51,11062.81,-21525.8,-1.9458,10,8.83,74.79,0.022,0.0172,3089,121,66,0.7457,36.3,8.29,True,0.33,2022-11-01,2022-10-01,2022,1599,1.1213258286422005,1495.25,1356.076923076923,0.21230561189993247,-0.2320404902030202,0.4285714285714286,0.411398377052274
2022-11-14,45,P004,MAK_SKU_04,Makeup,East,Retail,None,1971,1971,2172,19,7.91,17.69,776.57,34944.65,826.53,1159.43,1171.85,17180.52,-20921.94,-1.2178,8,4.46,76.45,0.0,0.0089,3600,78,86,0.78,27.4,7.4,True,0.15,2022-11-01,2022-10-01,2022,1599,1.3583489681042162,1728.25,1418.076923076923,0.21137757947573887,0.5529978368967741,-0.19999999999999996,0.022195480679235047
2022-11-21,46,P004,MAK_SKU_04,Makeup,West,E-commerce,SummerSale,1670,1618,1519,16,8.77,17.83,891.78,29865.28,3820.02,383.91,492.15,13321.63,-21239.73,-1.5944,2,5.71,68.09,0.0309,0.0107,3154,0,129,0.6502,14.8,6.44,False,0.0,2022-11-01,2022-10-01,2022,1599,0.9499687304559412,1740.75,1422.8461538461538,-0.3006445672191529,-0.22460845189784717,-0.75,-0.10935251798561152
2022-11-28,47,P004,MAK_SKU_04,Makeup,East,Retail,NewLaunch,2049,2025,2473,78,6.16,16.41,901.56,33714.25,5531.57,666.42,831.76,15233.68,-25510.32,-1.6746,3,7.55,90.32,0.0114,0.0319,2183,214,209,0.623,13.1,6.16,True,0.32,2022-11-01,2022-10-01,2022,1599,1.5465916197613843,1989.25,1502.1538461538462,0.6280447662936142,0.14352973322333695,0.5,0.3264796592744894
2022-12-05,48,P004,MAK_SKU_04,Makeup,Central,Retail,None,1650,1635,1705,46,6.58,17.78,673.2,29404.32,1708.13,360.88,234.61,11218.9,-20489.04,-1.8263,5,7.6,72.89,0.0085,0.0271,3239,27,130,0.6916,34.5,7.94,True,0.3,2022-12-01,2022-10-01,2022,1599,1.066291432144424,1967.25,1539.5384615384614,-0.3105539830165791,-0.2635463000404368,0.6666666666666667,-0.19298051372896363
2022-12-12,49,P004,MAK_SKU_04,Makeup,West,E-commerce,HolidayPush,1999,1970,1919,39,9.63,17.58,819.59,35224.38,2021.57,1061.88,904.53,18479.97,-20732.39,-1.1219,6,3.12,73.72,0.0143,0.0208,3385,0,167,0.718,53.3,6.22,False,0.0,2022-12-01,2022-10-01,2022,1599,1.200125078173108,1904.0,1581.3846153846155,0.1255131964809384,0.6472176416582733,0.19999999999999996,0.011387021539305708
2022-12-19,50,P004,MAK_SKU_04,Makeup,West,E-commerce,NewLaunch,1543,1535,1277,36,9.88,17.67,765.33,27341.34,2247.37,436.76,533.09,12616.76,-17941.8,-1.4221,3,8.14,69.8,0.005,0.0286,2964,0,86,0.775,22.9,7.08,False,0.0,2022-12-01,2022-10-01,2022,1599,0.7986241400870553,1843.5,1587.1538461538462,-0.33454924439812406,-0.31727378345311175,-0.5,-0.053174172544763976
