Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition_Rate,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2022-07-11,27,P004,SKI_SKU_04,Skincare,East,Retail,LineA,NewLaunch,1090,1075,885,4,48.62,2.04,528.65,2276.46,1540.6,3190.59,891.28,43028.7,35129.76,0.8164,3,6.14,45.22,0.0136,0.0056,3081,0,69,0.8987,35.0,6.89,False,0.0
2022-07-18,28,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,None,1101,1085,1094,13,46.28,1.96,332.5,2191.21,3648.34,3380.13,1015.1,50630.32,40395.54,0.7979,9,4.27,42.4,0.0138,0.0128,3333,6,84,0.7426,38.4,6.39,False,0.0
2022-07-25,29,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,SummerSale,1257,1215,1259,31,48.11,1.99,350.7,2536.5,613.42,2956.8,704.43,60570.49,53759.34,0.8876,3,2.35,45.07,0.0331,0.0247,1648,23,87,0.6536,28.0,6.51,False,0.0
2022-08-01,30,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,1183,1162,1175,4,46.23,2.12,666.03,2574.56,2843.0,2560.38,747.91,54320.25,45594.4,0.8394,9,3.33,43.96,0.0177,0.0041,3187,8,61,0.7223,18.2,7.35,False,0.0
2022-08-08,31,P004,SKI_SKU_04,Skincare,West,E-commerce,LineC,HolidayPush,1079,1071,1214,0,43.24,1.96,425.13,2157.35,4268.67,2531.82,660.12,52493.36,42875.4,0.8168,13,6.28,45.03,0.0066,0.0,3702,68,91,0.7676,19.9,7.27,True,0.12
2022-08-15,32,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,SummerSale,1223,1219,1303,20,47.48,2.16,349.78,2676.66,3144.01,4493.04,205.53,61866.44,51347.2,0.83,9,5.66,49.76,0.0033,0.0155,2943,43,41,0.7354,21.7,8.1,False,0.0
2022-08-22,33,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,HolidayPush,1083,1055,1031,8,50.22,2.01,388.8,2215.71,2334.65,3186.35,483.42,51776.82,43556.69,0.8412,2,5.29,43.41,0.0256,0.008,2299,0,88,0.7565,46.6,9.02,False,0.0
2022-08-29,34,P004,SKI_SKU_04,Skincare,West,E-commerce,LineA,None,1541,1533,1403,6,46.2,2.12,654.92,3332.41,3758.97,1538.28,531.08,64818.6,55657.86,0.8587,4,8.37,70.46,0.0045,0.0049,3036,0,75,0.6331,54.8,7.67,False,0.0
2022-09-05,35,P004,SKI_SKU_04,Skincare,East,E-commerce,LineA,None,1258,1205,1121,16,45.9,2.21,467.98,2826.98,2482.52,3508.31,302.25,51453.9,42333.84,0.8228,11,5.8,51.48,0.0418,0.0151,2909,0,69,0.6425,28.4,7.48,False,0.0
2022-09-12,36,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,1064,1020,991,0,47.73,2.06,462.84,2238.12,2218.64,1459.59,979.1,47300.43,40404.98,0.8542,8,4.39,41.17,0.0407,0.0,1791,0,56,0.765,28.1,6.85,False,0.0
2022-09-19,37,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,1413,1390,1371,5,45.51,2.16,470.53,3099.13,1186.06,3932.01,209.26,62394.21,53967.75,0.8649,4,4.87,55.7,0.0161,0.004,2860,0,116,0.5934,46.9,7.34,False,0.0
2022-09-26,38,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,None,1199,1199,1056,1,49.1,2.17,399.27,2641.76,3663.28,3352.2,211.42,51849.6,41980.94,0.8097,1,5.65,48.76,0.0,0.0016,2622,0,48,0.6151,56.2,7.28,False,0.0
2022-10-03,39,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,None,1192,1165,1393,21,35.75,2.03,313.5,2451.11,3729.22,3718.8,357.84,49799.75,39542.78,0.794,9,13.43,70.92,0.0224,0.0157,3251,115,105,0.6312,38.4,8.78,True,0.21
2022-10-10,40,P004,SKI_SKU_04,Skincare,West,Wholesale,LineA,None,1477,1464,1717,47,35.78,2.22,487.41,3327.68,2023.7,2409.67,920.0,61434.26,52753.21,0.8587,6,6.3,61.69,0.0081,0.0278,3086,144,79,0.7314,35.1,6.0,True,0.25
2022-10-17,41,P004,SKI_SKU_04,Skincare,West,Wholesale,LineC,None,969,951,801,0,49.85,2.05,341.09,2020.56,525.25,1702.62,858.82,39929.85,34822.6,0.8721,2,0.83,32.95,0.0185,0.0,2649,0,25,0.7617,38.0,7.59,False,0.0
2022-10-24,42,P004,SKI_SKU_04,Skincare,West,Retail,LineB,HolidayPush,1356,1328,1202,20,49.62,2.14,344.42,2936.28,3532.49,4263.97,1103.05,59643.24,47807.45,0.8016,10,4.96,53.63,0.0205,0.0172,2959,0,69,0.6787,36.3,6.31,False,0.0
2022-10-31,43,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,1271,1227,1056,30,44.01,2.16,527.46,2798.11,2129.92,2994.81,1179.43,46474.56,37372.29,0.8041,11,10.03,62.88,0.0338,0.0294,3373,0,69,0.6899,40.3,7.14,True,0.05
2022-11-07,44,P004,SKI_SKU_04,Skincare,West,Retail,LineB,None,1104,1068,1038,9,37.71,2.07,542.06,2339.49,5735.81,1814.83,1026.9,39142.98,28225.95,0.7211,9,4.38,42.7,0.0326,0.009,4643,0,59,0.7095,0.2,4.83,True,0.2
2022-11-14,45,P004,SKI_SKU_04,Skincare,North,E-commerce,LineB,None,1795,1753,1736,38,45.52,2.12,644.4,3869.84,1171.59,5383.47,740.47,79022.72,67857.35,0.8587,1,6.27,74.87,0.023,0.0221,2146,0,143,0.7382,21.0,7.61,False,0.0
2022-11-21,46,P004,SKI_SKU_04,Skincare,North,Retail,LineB,None,1412,1392,1113,10,46.38,2.15,706.0,3106.4,2078.05,3618.02,379.59,51620.94,42438.88,0.8221,9,6.86,60.4,0.0136,0.0095,2835,0,48,0.8276,38.0,6.67,False,0.0
2022-11-28,47,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,1358,1306,1146,10,46.95,2.22,537.77,3068.54,1344.35,3739.22,930.01,53804.7,44722.58,0.8312,7,5.64,55.19,0.0382,0.009,1801,0,103,0.6598,37.2,6.71,False,0.0
2022-12-05,48,P004,SKI_SKU_04,Skincare,North,E-commerce,LineB,None,1433,1392,1489,20,46.66,2.16,362.55,3131.53,2504.0,3429.15,714.59,69476.74,59697.47,0.8592,7,7.01,61.69,0.0284,0.0138,2271,50,98,0.7521,43.6,5.91,False,0.0
2022-12-12,49,P004,SKI_SKU_04,Skincare,East,Retail,LineB,HolidayPush,1445,1435,1130,18,45.79,2.0,465.29,2936.53,3340.17,3293.61,359.36,51742.7,41813.03,0.8081,3,4.26,55.62,0.0065,0.0164,4035,0,55,0.732,21.5,6.43,False,0.0
2022-12-19,50,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineB,None,1533,1506,1848,17,34.56,2.14,302.0,3310.82,5171.72,4293.47,1067.39,63866.88,50023.48,0.7832,8,0.0,50.69,0.0175,0.0094,2362,183,117,0.7167,21.9,7.04,True,0.28
2022-12-26,51,P004,SKI_SKU_04,Skincare,East,Retail,LineA,None,1450,1375,1337,32,50.78,2.02,495.9,2978.59,3261.08,1815.39,980.58,67892.86,58857.22,0.8669,4,9.19,68.88,0.0513,0.0246,3043,0,68,0.8768,41.6,6.07,False,0.0
2023-01-02,52,P004,SKI_SKU_04,Skincare,East,Wholesale,LineA,None,898,898,1015,18,34.78,2.12,475.04,1951.26,4173.98,2565.06,860.15,35301.7,25751.25,0.7295,14,5.38,36.12,0.0,0.0181,3455,63,61,0.7079,21.4,7.67,True,0.31
2023-01-09,53,P004,SKI_SKU_04,Skincare,North,E-commerce,LineB,None,1144,1143,1128,18,46.87,1.96,305.45,2272.78,3644.79,1117.56,293.28,52869.36,45540.95,0.8614,7,7.65,50.64,0.0008,0.0163,4140,0,45,0.7537,33.9,6.28,False,0.0
2023-01-16,54,P004,SKI_SKU_04,Skincare,North,E-commerce,LineC,None,1406,1375,1252,23,50.4,2.1,722.68,3024.87,3273.89,2799.22,998.53,63100.8,53004.29,0.84,5,7.8,62.66,0.0219,0.0191,2892,0,72,0.7169,25.5,6.73,False,0.0
2023-01-23,55,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,NewLaunch,1269,1233,1208,31,45.7,2.02,649.73,2628.35,3930.15,1372.17,823.5,55205.6,46451.43,0.8414,1,2.18,45.23,0.0277,0.0261,3245,0,38,0.6839,41.2,7.2,False,0.0
2023-01-30,56,P004,SKI_SKU_04,Skincare,South,E-commerce,LineC,None,1281,1247,1605,11,32.29,2.13,637.94,2792.32,3290.12,1255.1,600.65,51825.45,43887.26,0.8468,7,7.55,56.44,0.0265,0.0074,2800,172,91,0.6873,26.9,7.73,True,0.33
2023-02-06,57,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineC,None,1334,1308,1297,36,51.12,2.06,569.62,2805.0,463.82,3104.54,412.94,66302.64,59516.34,0.8976,11,7.71,59.21,0.0193,0.0281,1160,0,76,0.6461,19.0,7.5,False,0.0
2023-02-13,58,P004,SKI_SKU_04,Skincare,West,Retail,LineC,HolidayPush,1241,1151,1145,5,36.17,2.07,615.54,2630.42,3275.12,2162.61,368.11,41414.65,32978.39,0.7963,11,9.34,59.38,0.0723,0.0046,1900,0,37,0.6266,48.6,5.52,True,0.23
2023-02-20,59,P004,SKI_SKU_04,Skincare,South,Retail,LineC,SummerSale,950,898,729,16,50.5,2.12,356.25,2049.62,1644.13,776.84,286.07,36814.5,32057.84,0.8708,16,11.3,50.17,0.0542,0.0227,3543,0,49,0.6447,19.6,6.15,False,0.0
2023-02-27,60,P004,SKI_SKU_04,Skincare,North,Retail,LineB,None,967,944,977,14,35.35,2.12,375.2,2087.56,3544.85,1261.14,620.37,34536.95,27023.03,0.7824,10,2.7,35.11,0.023,0.0152,1687,12,41,0.7408,34.3,7.17,True,0.25
2023-03-06,61,P004,SKI_SKU_04,Skincare,North,Retail,LineC,SummerSale,1408,1372,1357,25,49.82,2.12,626.56,3047.62,1901.75,4782.75,585.52,67605.74,57288.1,0.8474,8,6.72,59.86,0.0249,0.0188,3173,0,74,0.7223,2.5,6.04,False,0.0
2023-03-13,62,P004,SKI_SKU_04,Skincare,South,Retail,LineC,HolidayPush,1397,1352,1147,23,46.02,1.96,589.53,2797.07,997.58,1445.09,297.01,52784.94,47248.19,0.8951,5,2.04,49.55,0.0321,0.0209,3497,0,83,0.7457,11.1,6.37,False,0.0
2023-03-20,63,P004,SKI_SKU_04,Skincare,Central,Wholesale,LineA,None,1242,1189,1069,16,47.15,2.23,361.42,2805.8,753.26,2943.15,779.56,50403.35,43121.58,0.8555,8,4.41,48.08,0.0426,0.015,2748,0,84,0.6208,44.7,7.46,False,0.0
2023-03-27,64,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,1255,1230,997,29,47.08,2.09,456.82,2668.63,2557.73,2624.72,680.65,46938.76,38407.03,0.8182,6,8.71,58.29,0.0192,0.03,2104,0,35,0.6818,57.3,5.28,False,0.0
2023-04-03,65,P004,SKI_SKU_04,Skincare,West,Wholesale,LineC,None,1301,1270,1095,9,46.88,2.05,593.26,2726.38,813.87,1456.73,558.68,51333.6,45777.94,0.8918,5,3.85,49.3,0.0237,0.0088,2814,0,73,0.633,34.9,6.67,False,0.0
2023-04-10,66,P004,SKI_SKU_04,Skincare,South,Wholesale,LineA,SummerSale,1024,1007,878,0,47.69,2.05,424.96,2141.7,2757.29,3222.01,724.82,41871.82,33026.0,0.7887,3,5.05,40.65,0.0161,0.0,3310,0,73,0.5955,23.8,7.35,False,0.0
2023-04-17,67,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,None,1362,1313,1204,0,47.68,2.18,653.76,3034.54,1522.51,4503.7,241.92,57406.72,48104.05,0.838,9,6.5,57.37,0.0353,0.0,2695,0,67,0.6042,17.1,4.87,False,0.0
2023-04-24,68,P004,SKI_SKU_04,Skincare,West,Retail,LineA,None,1390,1348,1314,24,46.78,2.09,590.75,2964.17,1680.02,3053.36,751.93,61468.92,53019.43,0.8625,7,6.45,58.43,0.0295,0.0188,1527,0,42,0.7188,26.0,6.88,False,0.0
2023-05-01,69,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,1022,1012,985,9,49.13,2.21,304.56,2289.08,1367.37,1806.9,445.64,48393.05,42484.06,0.8779,7,6.12,42.37,0.0095,0.0092,2952,0,85,0.7248,55.0,6.99,False,0.0
2023-05-08,70,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,1165,1145,1055,33,48.77,2.04,269.12,2403.51,1696.45,2472.67,481.42,51452.35,44398.3,0.8629,1,6.86,49.83,0.0167,0.0317,3166,0,78,0.6499,20.9,7.64,False,0.0
2023-05-15,71,P004,SKI_SKU_04,Skincare,South,Retail,LineB,NewLaunch,1503,1484,1333,21,50.13,2.13,404.31,3241.82,2748.46,4893.83,343.33,66823.29,55595.85,0.832,10,6.69,63.81,0.0126,0.0158,3916,0,61,0.7785,26.1,6.58,False,0.0
2023-05-22,72,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineA,None,1221,1193,1166,0,47.51,2.07,461.54,2573.62,1764.62,4113.22,779.89,55396.66,46165.31,0.8334,4,6.34,51.09,0.0226,0.0,1827,0,58,0.7005,33.9,6.02,False,0.0
2023-05-29,73,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,1449,1421,1504,1,33.75,2.13,757.83,3162.15,4504.71,3308.67,1179.6,50760.0,38604.87,0.7605,6,7.32,63.23,0.0193,0.0012,2773,45,95,0.6432,26.9,7.65,True,0.34
2023-06-05,74,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,1327,1294,1226,22,49.52,2.02,429.95,2723.53,1030.81,2461.99,301.54,60711.52,54193.65,0.8926,2,7.88,59.35,0.0242,0.0184,2621,0,39,0.6884,26.5,7.77,False,0.0
2023-06-12,75,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineC,HolidayPush,1371,1336,1441,30,44.87,2.04,415.41,2838.38,593.95,1787.23,996.92,64657.67,58441.19,0.9039,16,2.4,49.25,0.0253,0.0214,611,50,91,0.6786,24.8,7.79,True,0.08
2023-06-19,76,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,1560,1531,1406,18,49.31,2.06,684.84,3282.08,3347.04,3660.26,599.77,69329.86,58440.71,0.8429,6,4.5,60.59,0.0181,0.0128,4401,0,105,0.6802,39.0,8.56,False,0.0
2023-06-26,77,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,1564,1510,1535,8,46.89,2.04,580.24,3248.58,3592.29,4620.28,1084.07,71976.15,59430.93,0.8257,9,5.68,63.67,0.0345,0.0053,3563,14,96,0.6611,1.8,8.03,False,0.0
2023-07-03,78,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,NewLaunch,985,941,1028,16,48.01,2.2,352.63,2202.26,3544.1,3189.63,438.54,49354.28,39979.75,0.8101,5,4.1,37.68,0.0442,0.0164,2840,38,70,0.6348,48.3,6.29,False,0.0
2023-07-10,79,P004,SKI_SKU_04,Skincare,Central,Retail,LineA,None,1407,1385,1180,0,48.9,2.14,688.02,3079.78,1493.35,2724.97,956.55,57702.0,49447.35,0.8569,4,2.68,51.05,0.0154,0.0,3427,0,55,0.6066,34.2,8.7,False,0.0
2023-07-17,80,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineB,None,1031,1005,1088,18,50.87,1.99,345.39,2086.23,3563.47,1834.97,515.01,55346.56,47346.88,0.8555,6,7.44,45.22,0.0245,0.0172,2616,39,43,0.8192,18.9,6.97,False,0.0
2023-07-24,81,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,None,1434,1426,1266,27,49.73,2.06,451.71,2999.21,345.05,2056.76,946.98,62958.18,56610.18,0.8992,8,7.33,62.59,0.0053,0.0221,2163,0,48,0.6897,15.7,9.66,False,0.0
2023-07-31,82,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,1230,1213,1204,13,51.06,2.23,483.39,2791.24,1872.3,4469.9,361.61,61476.24,51981.19,0.8455,7,2.32,44.06,0.013,0.0111,2460,0,73,0.6585,37.5,6.8,False,0.0
2023-08-07,83,P004,SKI_SKU_04,Skincare,South,Retail,LineB,None,1077,1032,988,12,46.01,2.13,340.33,2328.04,600.44,981.66,1154.64,45457.88,40393.1,0.8886,3,4.15,41.28,0.041,0.0122,4060,0,73,0.7131,-3.0,6.07,False,0.0
2023-08-14,84,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,None,1001,986,944,23,47.23,1.95,346.35,1986.58,1114.18,3390.21,857.49,44585.12,37236.66,0.8352,6,6.9,42.89,0.0141,0.0254,3704,0,84,0.7546,37.1,7.24,False,0.0
2023-08-21,85,P004,SKI_SKU_04,Skincare,North,Wholesale,LineA,None,1399,1396,1214,5,47.25,2.18,551.21,3104.94,1251.64,2536.39,1088.97,57361.5,49379.56,0.8608,7,3.32,51.98,0.0019,0.0047,2809,0,58,0.7837,18.7,5.9,False,0.0
2023-08-28,86,P004,SKI_SKU_04,Skincare,North,Retail,LineC,NewLaunch,972,956,898,14,50.08,2.02,299.38,1993.38,3244.18,1855.76,267.36,44971.84,37611.16,0.8363,5,1.33,33.63,0.0162,0.0156,4049,0,33,0.6235,39.0,6.27,False,0.0
2023-09-04,87,P004,SKI_SKU_04,Skincare,East,E-commerce,LineA,None,1187,1171,1047,18,47.65,1.99,470.05,2409.14,2454.1,2675.14,389.8,49889.55,41961.37,0.8411,7,5.64,48.25,0.0131,0.0172,4012,0,85,0.7665,36.8,7.17,False,0.0
2023-09-11,88,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,1047,1031,1083,27,49.28,2.16,369.59,2298.48,1888.69,1266.08,997.0,53370.24,46919.99,0.8791,7,3.64,39.36,0.0144,0.0256,2583,18,50,0.8308,35.6,6.48,False,0.0
2023-09-18,89,P004,SKI_SKU_04,Skincare,West,Retail,LineB,None,1333,1288,1015,0,48.69,2.16,534.53,2932.73,1570.86,3364.96,637.5,49420.35,40914.3,0.8279,1,7.05,57.48,0.0334,0.0,3548,0,38,0.7331,52.4,7.87,False,0.0
2023-09-25,90,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,SummerSale,1352,1340,1693,52,39.49,1.97,761.18,2739.56,2675.08,1759.29,441.15,66856.57,59241.49,0.8861,9,8.19,61.31,0.0087,0.0311,2914,157,132,0.6634,11.2,7.07,True,0.23
2023-10-02,91,P004,SKI_SKU_04,Skincare,West,Retail,LineA,None,1170,1126,1111,17,49.22,2.17,382.59,2577.16,3066.93,1743.7,759.72,54683.42,46535.91,0.851,4,4.79,45.96,0.0372,0.0161,2629,0,82,0.6359,35.5,6.51,False,0.0
2023-10-09,92,P004,SKI_SKU_04,Skincare,South,Retail,LineA,None,1585,1565,1413,18,50.89,2.08,426.37,3339.44,690.9,3766.65,537.48,71907.57,63573.1,0.8841,4,6.73,67.41,0.0124,0.0128,3590,0,102,0.7043,43.4,7.59,False,0.0
2023-10-16,93,P004,SKI_SKU_04,Skincare,East,Wholesale,LineA,None,921,907,803,0,47.63,2.23,340.77,2087.91,567.51,1175.29,1157.78,38246.89,33258.4,0.8696,8,6.16,38.24,0.0146,0.0,4167,0,57,0.7448,15.0,5.65,False,0.0
2023-10-23,94,P004,SKI_SKU_04,Skincare,East,E-commerce,LineC,None,1256,1240,1150,26,50.01,2.22,410.71,2829.39,3280.9,2080.75,470.63,57511.5,48849.83,0.8494,2,6.64,53.21,0.0121,0.0228,2838,0,100,0.6533,43.5,7.28,False,0.0
2023-10-30,95,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineA,HolidayPush,1252,1205,1054,38,49.87,2.09,418.17,2658.5,248.51,3504.12,394.28,52562.98,45757.57,0.8705,12,9.53,60.46,0.0372,0.0366,3114,0,50,0.6392,43.8,5.96,False,0.0
2023-11-06,96,P004,SKI_SKU_04,Skincare,North,E-commerce,LineC,None,1696,1647,1501,41,50.92,2.12,366.34,3632.15,1342.09,5295.01,1178.25,76430.92,64983.42,0.8502,10,7.47,74.49,0.0286,0.0279,3684,0,92,0.6304,12.5,7.33,False,0.0
2023-11-13,97,P004,SKI_SKU_04,Skincare,West,Wholesale,LineC,SummerSale,1526,1494,1472,14,47.05,2.09,715.69,3260.91,259.47,3061.77,972.78,69257.6,61702.67,0.8909,4,4.59,59.5,0.0205,0.0096,3689,0,126,0.7304,43.2,5.75,False,0.0
2023-11-20,98,P004,SKI_SKU_04,Skincare,North,E-commerce,LineC,None,1525,1481,1307,4,47.65,2.23,611.53,3461.9,541.87,4503.25,1168.55,62278.55,52602.98,0.8446,11,10.09,75.7,0.0283,0.0037,4140,0,67,0.7075,11.0,7.75,False,0.0
2023-11-27,99,P004,SKI_SKU_04,Skincare,East,Wholesale,LineC,None,1248,1212,1066,5,47.62,1.99,395.62,2523.08,3726.2,3879.76,718.11,50762.92,39915.77,0.7863,7,2.6,45.15,0.0287,0.0055,3122,0,36,0.753,40.3,8.0,False,0.0
2023-12-04,100,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineA,None,1854,1805,1642,17,50.95,2.11,736.04,3985.54,2684.79,6504.5,522.17,83659.9,69962.9,0.8363,4,5.59,75.21,0.026,0.0109,3987,0,104,0.6613,42.4,7.6,False,0.0
2023-12-11,101,P004,SKI_SKU_04,Skincare,North,E-commerce,LineC,None,1578,1550,1596,38,50.52,2.05,445.0,3279.4,3413.78,6205.92,486.75,80629.92,67244.07,0.834,5,2.01,55.9,0.0175,0.0239,3580,22,86,0.7574,18.9,6.75,False,0.0
2023-12-18,102,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,SummerSale,1700,1662,1713,33,48.08,2.12,637.5,3667.75,3736.3,5805.22,1055.99,82361.04,68095.78,0.8268,4,4.89,67.06,0.0221,0.0193,3259,20,140,0.7219,26.1,7.21,False,0.0
2023-12-25,103,P004,SKI_SKU_04,Skincare,East,Retail,LineA,SummerSale,1689,1647,1543,0,45.88,2.04,581.02,3503.66,1484.52,3952.16,346.73,70792.84,61505.77,0.8688,7,5.56,68.42,0.0248,0.0,2326,0,65,0.6395,36.5,7.29,False,0.0
2024-01-01,104,P004,SKI_SKU_04,Skincare,North,E-commerce,LineB,HolidayPush,1500,1469,1485,15,49.68,2.14,340.5,3244.05,3439.26,2137.44,683.45,73774.8,64270.6,0.8712,4,4.65,58.61,0.0204,0.0103,4332,15,83,0.7551,16.5,7.03,False,0.0
2024-01-08,105,P004,SKI_SKU_04,Skincare,Central,E-commerce,LineB,None,1238,1238,1321,17,50.13,1.99,685.85,2532.21,3362.79,2103.57,678.39,66221.73,57544.77,0.869,7,4.84,48.75,0.0,0.0132,3832,40,77,0.7259,38.7,4.39,False,0.0
2024-01-15,106,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,None,1167,1155,1136,2,46.32,1.95,386.28,2314.28,816.73,1871.56,538.43,52619.52,47078.52,0.8947,4,6.82,49.82,0.0098,0.0023,3242,0,74,0.6345,26.8,8.56,False,0.0
2024-01-22,107,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,HolidayPush,1282,1255,1360,34,45.98,2.11,341.01,2739.12,1037.68,2774.83,247.61,62532.8,55733.56,0.8913,3,6.11,53.13,0.021,0.0251,3911,52,75,0.6983,25.1,7.9,False,0.0
2024-01-29,108,P004,SKI_SKU_04,Skincare,East,E-commerce,LineB,None,651,623,659,17,48.19,2.0,163.4,1318.34,3501.32,1928.78,430.28,31757.21,24578.49,0.7739,2,2.77,23.7,0.0423,0.0262,3603,18,37,0.6756,17.9,8.62,False,0.0
2024-02-05,109,P004,SKI_SKU_04,Skincare,North,E-commerce,LineA,None,1279,1224,1095,2,45.6,2.21,700.89,2896.68,3099.7,1969.62,291.85,49932.0,41674.15,0.8346,6,9.24,60.92,0.0424,0.0025,4178,0,34,0.5491,31.4,7.23,False,0.0
2024-02-12,110,P004,SKI_SKU_04,Skincare,South,E-commerce,LineB,None,1474,1415,1985,39,30.74,2.23,567.49,3343.77,666.62,4710.75,1180.99,61018.9,51116.77,0.8377,5,6.52,62.13,0.0395,0.0197,2377,270,100,0.7074,19.5,7.88,True,0.32
2024-02-19,111,P004,SKI_SKU_04,Skincare,East,Retail,LineA,None,1497,1484,1182,35,51.19,2.18,372.75,3300.74,2703.34,2100.98,330.6,60506.58,52070.92,0.8606,5,5.91,61.52,0.0087,0.0304,2745,0,54,0.6947,23.7,5.95,False,0.0
2024-02-26,112,P004,SKI_SKU_04,Skincare,West,Retail,LineC,None,1314,1284,1233,10,49.23,2.2,266.74,2917.47,2623.81,1835.97,280.85,60700.59,53042.49,0.8738,5,9.01,61.91,0.0227,0.0084,2985,0,104,0.6334,28.0,6.2,False,0.0
2024-03-04,113,P004,SKI_SKU_04,Skincare,North,Retail,LineB,HolidayPush,1031,1025,967,25,47.96,2.18,352.6,2282.84,1795.94,3116.92,1180.87,46377.32,38000.75,0.8194,5,0.0,34.09,0.0054,0.0261,2614,0,39,0.6814,21.7,5.93,False,0.0
2024-03-11,114,P004,SKI_SKU_04,Skincare,North,E-commerce,LineB,None,1487,1458,1585,1,50.18,2.15,388.11,3235.86,3336.54,2083.35,241.91,79535.3,70637.64,0.8881,6,10.47,75.22,0.0192,0.001,3434,63,125,0.6905,36.4,7.5,False,0.0
2024-03-18,115,P004,SKI_SKU_04,Skincare,Central,Retail,LineC,None,1157,1136,1154,19,37.72,1.96,308.92,2298.61,2398.01,1922.53,588.94,43528.88,36320.79,0.8344,4,4.36,44.71,0.0175,0.0166,2835,11,58,0.685,16.6,7.99,True,0.24
2024-03-25,116,P004,SKI_SKU_04,Skincare,West,Wholesale,LineB,None,1481,1455,1430,0,46.64,2.24,539.08,3371.35,3543.02,1562.63,753.09,66695.2,57465.11,0.8616,5,11.14,77.56,0.0174,0.0,3730,0,87,0.6764,14.4,5.47,False,0.0
2024-04-01,117,P004,SKI_SKU_04,Skincare,West,E-commerce,LineB,None,1237,1217,1158,27,48.91,2.03,467.59,2557.87,870.03,1800.51,235.12,56637.78,51174.25,0.9035,7,3.98,47.11,0.0158,0.0235,2618,0,63,0.6914,53.8,8.52,False,0.0
2024-04-08,118,P004,SKI_SKU_04,Skincare,South,Wholesale,LineC,None,1502,1452,1544,12,40.49,2.16,428.07,3287.13,5933.39,1746.18,786.53,62516.56,50763.33,0.812,4,4.81,59.07,0.033,0.0079,3226,47,78,0.7204,31.4,6.76,True,0.2
2024-04-15,119,P004,SKI_SKU_04,Skincare,South,Wholesale,LineB,None,1401,1343,1288,0,45.37,1.96,575.81,2803.54,1304.52,3047.26,204.96,58436.56,51076.28,0.874,2,5.46,56.53,0.0413,0.0,3220,0,99,0.7603,21.0,6.01,False,0.0
2024-04-22,120,P004,SKI_SKU_04,Skincare,East,Retail,LineA,None,1234,1220,999,24,49.03,2.2,508.41,2765.64,2361.87,1057.89,796.72,48980.97,41998.85,0.8575,5,10.45,62.37,0.0111,0.0241,4399,0,46,0.7437,26.7,5.26,False,0.0
2024-04-29,121,P004,SKI_SKU_04,Skincare,North,Retail,LineC,None,1433,1387,1135,5,47.67,2.13,603.29,3112.62,1928.66,2086.88,795.44,54105.45,46181.85,0.8536,11,3.05,52.69,0.0318,0.0047,2959,0,58,0.6375,11.5,6.39,False,0.0
